Task,T4851,,,,,
0.1965,27,-62.2,23.3,0.008,,
0.205,28,-61.3,23.3,0.0075,,
0.2135,29,-60.4,23.3,0.0075,,
0.222,30,-59.5,23.3,0.0075,,
0.2295,31,-58.7,23.3,0.0075,,
0.238,32,-57.7,23.3,0.0085,,
0.2465,33,-56.6,23.3,0.0085,,
0.255,34,-55.6,23.3,0.0075,,
0.2635,35,-54.5,23.3,0.0075,,
0.2715,36,-53.5,23.3,0.0075,,
0.28,37,-52.6,23.3,0.0085,,
0.2875,38,-51.5,23.3,0.0075,,
0.296,39,-50.6,23.3,0.0085,,
0.3045,40,-49.5,23.3,0.0075,,
0.313,41,-48.6,23.3,0.0075,,
0.3215,42,-47.7,23.3,0.0075,,
0.33,43,-46.8,23.3,0.0085,,
0.3375,44,-45.8,23.3,0.0075,,
0.346,45,-44.9,23.3,0.0085,,
0.354,46,-44,23.3,0.0075,,
0.3625,47,-43.2,23.3,0.0075,,
0.371,48,-42.4,23.3,0.0075,,
0.3795,49,-41.6,23.3,0.0075,,
0.387,50,-40.9,23.3,0.0075,,
0.3955,51,-40.1,23.3,0.0085,,
0.404,52,-39.4,23.3,0.0075,,
0.4125,53,-38.7,23.3,0.0075,,
0.421,54,-38.1,23.3,0.0075,,
0.4295,55,-37.3,23.3,0.0075,,
0.437,56,-36.6,23.3,0.0075,,
0.4455,57,-35.9,23.3,0.0085,,
0.454,58,-35.2,23.3,0.0075,,
0.462,59,-34.6,23.3,0.0075,,
0.4705,60,-33.9,23.3,0.0075,,
0.479,61,-33.3,23.3,0.0085,,
0.4865,62,-32.7,23.3,0.0075,,
0.495,63,-32.1,23.3,0.0085,,
0.5035,64,-31.4,23.3,0.0075,,
0.512,65,-30.7,23.3,0.0075,,
0.5205,66,-30.1,23.3,0.0075,,
0.528,67,-29.5,23.3,0.0075,,
0.5365,68,-28.9,23.3,0.0085,,
0.545,69,-28.3,23.3,0.0085,,
0.553,70,-27.8,23.3,0.0075,,
0.5615,71,-27.2,23.3,0.0075,,
0.57,72,-26.6,23.3,0.0075,,
0.5775,73,-26.1,23.3,0.0075,,
0.586,74,-25.5,23.3,0.0085,,
0.5945,75,-24.9,23.3,0.0075,,
0.603,76,-24.4,23.3,0.0075,,
0.6115,77,-23.8,23.3,0.0075,,
0.62,78,-23.3,23.3,0.0075,,
0.6275,79,-22.9,23.3,0.0075,,
0.636,80,-22.3,23.3,0.0085,,
0.6445,81,-21.8,23.3,0.0075,,
0.6525,82,-21.3,23.3,0.0075,,
0.661,83,-20.7,23.3,0.0075,,
0.6695,84,-20.1,23.3,0.0075,,
0.677,85,-19.7,23.3,0.0075,,
0.6855,86,-19.2,23.3,0.0085,,
0.694,87,-18.7,23.3,0.0075,,
0.7025,88,-18.1,23.3,0.0075,,
0.711,89,-17.6,23.3,0.0075,,
0.7195,90,-17,23.3,0.0075,,
0.727,91,-16.5,23.3,0.0075,,
0.7355,92,-15.9,23.3,0.0085,,
0.7435,93,-15.4,23.3,0.0075,,
0.752,94,-14.7,23.3,0.0075,,
0.7605,95,-14.1,23.3,0.0075,,
0.769,96,-13.6,23.3,0.0075,,
0.7765,97,-13.1,23.3,0.0075,,
0.785,98,-12.6,23.3,0.0085,,
0.7935,99,-12,23.3,0.0085,,
0.802,100,-11.5,23.3,0.0075,,
0.8105,101,-11,23.3,0.0075,,
0.819,102,-10.5,23.3,0.0075,,
0.8265,103,-9.9,23.3,0.0075,,
0.8345,104,-9.4,23.3,0.008,,
0.843,105,-8.9,23.3,0.0075,,
0.8515,106,-8.3,23.3,0.0075,,
0.86,107,-7.8,23.3,0.0075,,
0.8685,108,-7.3,23.3,0.0075,,
0.876,109,-6.8,23.3,0.0075,,
0.8845,110,-6.3,23.3,0.0085,,
0.893,111,-5.8,23.3,0.0075,,
0.9015,112,-5.1,23.3,0.0075,,
0.91,113,-4.5,23.3,0.0075,,
0.918,114,-3.9,23.3,0.0075,,
0.926,115,-3.4,23.3,0.008,,
0.934,116,-2.7,23.3,0.008,,
0.9425,117,-2,23.3,0.0075,,
0.951,118,-1.3,23.3,0.0075,,
0.9595,119,-0.7,23.3,0.0075,,
0.968,120,-0.2,23.3,0.0075,,
0.9755,121,0.1,23.3,0.0075,,
0.984,122,0.2,23.3,0.0085,,
0.9925,123,0.8,23.3,0.0075,,
1.001,124,1.4,23.3,0.0075,,
1.009,125,2.1,23.3,0.0075,,
1.0175,126,2.7,23.3,0.0075,,
1.025,127,3.7,23.3,0.0075,,
1.0335,128,4,23.3,0.0085,,
1.042,129,4.8,23.3,0.0075,,
1.0505,130,5.4,23.3,0.0075,,
1.059,131,6,23.3,0.0075,,
1.0675,132,6.6,23.3,0.0075,,
1.075,133,7.1,23.3,0.0075,,
1.0835,134,7.7,23.3,0.0085,,
1.092,135,8.4,23.3,0.0075,,
1.1,136,9.3,23.3,0.0075,,
1.1085,137,10.3,23.3,0.0075,,
1.117,138,11.1,23.3,0.0075,,
1.1245,139,11.9,23.3,0.0075,,
1.133,140,12.7,23.3,0.0085,,
1.1415,141,13.6,23.3,0.0085,,
1.15,142,14.5,23.3,0.0075,,
1.1585,143,15.5,23.3,0.0075,,
1.167,144,16.3,23.3,0.0075,,
1.175,145,17.2,23.3,0.008,,
1.1825,146,18.4,23.3,0.0075,,
1.191,147,19.3,23.3,0.0085,,
1.1995,148,20.3,23.3,0.0075,,
1.208,149,21.5,23.3,0.0075,,
1.2165,150,22.8,23.3,0.0075,,
1.225,151,24.1,23.3,0.0075,,
1.2325,152,25.4,23.3,0.0075,,
1.241,153,27,23.3,0.0085,,
1.2495,154,28.9,23.3,0.0085,,
1.2575,155,30.8,23.3,0.0075,,
1.266,156,32.8,23.3,0.0075,,
1.2745,157,35,23.3,0.0075,,
1.283,158,37.3,23.3,0.0085,,
1.2905,159,40,23.3,0.0075,,
1.299,160,43.2,23.3,0.0085,,
1.3075,161,46.7,23.3,0.0075,,
1.316,162,50.6,23.3,0.0075,,
1.324,163,54.7,23.3,0.0075,,
1.3325,164,58.8,23.3,0.0085,,
1.34,165,64.1,23.3,0.0075,,
1.3485,166,69.9,23.3,0.0085,,
1.357,167,76.2,23.3,0.0075,,
1.3655,168,82.8,23.3,0.0075,,
1.374,169,89.9,23.3,0.0075,,
1.3825,170,96.7,23.3,0.0085,,
1.39,171,104.5,23.3,0.0075,,
1.3985,172,112.7,23.3,0.0085,,
1.407,173,121,23.3,0.0075,,
1.4155,174,129.4,23.3,0.0075,,
1.4235,175,137.2,23.3,0.0075,,
1.432,176,144,23.3,0.0085,,
1.4395,177,150.7,23.3,0.0075,,
1.448,178,157.4,23.3,0.0085,,
1.4565,179,163.6,23.3,0.0075,,
1.465,180,168.8,23.3,0.0075,,
1.4735,181,173.6,23.3,0.0075,,
1.481,182,177.7,23.3,0.0075,,
1.4895,183,181.5,23.3,0.0085,,
1.498,184,184.7,23.3,0.0075,,
1.5015,184,185.1,23.3,0.007,,
1.5015,424,194.5,23.3,0,,
1.502,426,194.5,23.3,0.0005,,
1.5035,426,194.6,23.3,0.003,,
1.506,428,194.6,23.3,0.0015,,
1.51,429,194.7,23.3,0.0065,,
1.516,430,194.9,23.4,0.01,,
1.5245,431,195.3,23.3,0.014,,
1.532,432,195.9,23.3,0.015,,
1.5405,432,196.6,23.3,0.017,,
1.549,434,197.4,23.3,0.0055,,
1.5575,435,198.1,23.4,0.014,,
1.5655,436,199,23.3,0.0135,,
1.574,437,199.6,23.3,0.014,,
1.5815,438,200.2,23.3,0.015,,
1.59,438,201.1,23.3,0.017,,
1.5985,440,201.8,23.4,0.0055,,
1.607,441,202.6,23.4,0.014,,
1.6155,442,203.2,23.3,0.014,,
1.624,443,203.8,23.3,0.014,,
1.6315,444,204.5,23.3,0.015,,
1.64,444,205.1,23.4,0.017,,
1.6485,446,205.8,23.4,0.0055,,
1.6565,447,206.5,23.3,0.0135,,
1.665,448,207.1,23.4,0.014,,
1.6735,449,207.6,23.4,0.014,,
1.681,450,208.1,23.4,0.015,,
1.6895,450,208.5,23.4,0.017,,
1.698,452,209.2,23.4,0.0055,,
1.7065,453,209.7,23.4,0.014,,
1.715,454,210.2,23.4,0.014,,
1.7235,455,210.8,23.4,0.014,,
1.731,456,211.3,23.4,0.015,,
1.7395,456,211.8,23.4,0.017,,
1.748,458,212.2,23.4,0.0055,,
1.756,459,212.7,23.4,0.0135,,
1.7645,460,213.1,23.4,0.014,,
1.773,461,213.5,23.4,0.014,,
1.7805,462,214,23.4,0.015,,
1.789,462,214.5,23.4,0.017,,
1.7975,464,214.9,23.4,0.0055,,
1.806,465,215.3,23.4,0.014,,
1.8145,466,215.7,23.4,0.014,,
1.823,467,216.2,23.4,0.014,,
1.8305,468,216.5,23.4,0.015,,
1.839,468,216.9,23.4,0.017,,
1.847,470,217.3,23.4,0.0055,,
1.8555,471,217.5,23.4,0.014,,
1.864,472,217.9,23.4,0.014,,
1.8725,473,218.2,23.4,0.014,,
1.881,474,218.6,23.4,0.017,,
1.8885,475,218.9,23.4,0.0125,,
1.897,476,219.3,23.4,0.017,,
1.9055,477,219.7,23.4,0.014,,
1.914,478,220,23.4,0.014,,
1.922,479,220.4,23.4,0.0135,,
1.9305,480,220.8,23.4,0.017,,
1.938,480,221.2,23.4,0.015,,
1.9465,482,221.5,23.4,0.0055,,
1.955,483,221.9,23.4,0.014,,
1.9635,484,222.2,23.4,0.014,,
1.972,485,222.5,23.4,0.014,,
1.9805,486,222.8,23.4,0.014,,
1.988,486,223.1,23.4,0.015,,
1.9965,488,223.4,23.4,0.0055,,
2.0045,488,223.6,23.4,0.016,,
2.013,490,223.8,23.4,0.0055,,
2.0215,491,224.1,23.4,0.014,,
2.03,492,224.4,23.4,0.014,,
2.0375,492,224.7,23.4,0.015,,
2.046,494,225,23.4,0.0055,,
2.0545,494,225.2,23.4,0.017,,
2.063,496,225.5,23.4,0.0055,,
2.0715,497,225.7,23.4,0.014,,
2.0795,498,226.1,23.4,0.0135,,
2.0875,498,226.4,23.4,0.016,,
2.0955,500,226.6,23.4,0.0055,,
2.104,500,226.8,23.4,0.017,,
2.1125,502,227.1,23.4,0.0055,,
2.121,503,227.4,23.4,0.014,,
2.1295,504,227.7,23.4,0.014,,
2.137,504,227.9,23.4,0.015,,
2.1455,506,228.2,23.4,0.0055,,
2.154,506,228.5,23.4,0.017,,
2.1625,508,228.7,23.4,0.0055,,
2.171,509,228.9,23.4,0.014,,
2.179,510,229.1,23.4,0.016,,
2.187,510,229.3,23.4,0.016,,
2.195,512,229.5,23.4,0.0055,,
2.2035,513,229.9,23.4,0.014,,
2.212,514,230.2,23.4,0.014,,
2.2205,515,230.5,23.4,0.014,,
2.229,516,230.8,23.4,0.014,,
2.2365,516,230.8,23.4,0.015,,
2.245,518,230.9,23.4,0.0055,,
2.2535,519,231.2,23.4,0.014,,
2.2615,520,231.5,23.4,0.0135,,
2.27,521,231.7,23.4,0.014,,
2.2785,522,231.9,23.4,0.014,,
2.286,522,232,23.4,0.015,,
2.2945,524,232.3,23.4,0.0055,,
2.303,524,232.6,23.4,0.017,,
2.3115,526,232.9,23.4,0.0055,,
2.32,527,233,23.4,0.014,,
2.3285,528,233.2,23.4,0.014,,
2.336,528,233.5,23.4,0.015,,
2.3445,530,233.7,23.4,0.0055,,
2.3525,530,233.9,23.4,0.016,,
2.3605,532,234.2,23.4,0.005,,
2.364,533,234.3,23.4,0.006,,
2.3645,534,234.4,23.4,0.001,,
2.366,534,234.5,23.4,0.003,,
2.3675,536,234.5,23.4,0.001,,
2.37,536,234.5,23.4,0.005,,
2.373,538,234.6,23.4,0.002,,
2.377,539,234.7,23.4,0.0065,,
2.3815,540,234.8,23.4,0.0075,,
2.3855,540,234.8,23.4,0.008,,
2.388,542,234.8,23.4,0.0015,,
2.3885,542,235,23.4,-0.0025,,
Scope 1/1, Sample 13/25 (30),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-58.7,23.3,NaN,,
0.0005,1,-59.9,23.3,0.0005,,
0.0025,2,-60.1,23.3,0.002,,
0.005,3,-60.4,23.3,0.0025,,
0.009,4,-60.6,23.3,0.0035,,
0.015,5,-60.9,23.3,0.0055,,
0.0235,6,-61,23.3,0.0075,,
0.031,7,-61.1,23.3,0.0075,,
0.0395,8,-61,23.3,0.0085,,
0.048,9,-60.9,23.3,0.0085,,
0.0565,10,-60.7,23.3,0.0075,,
0.065,11,-60.5,23.3,0.0075,,
0.0735,12,-60.2,23.3,0.0075,,
0.081,13,-59.8,23.3,0.0075,,
0.0895,14,-59.3,23.3,0.0085,,
0.098,15,-58.8,23.3,0.0085,,
0.106,16,-58.2,23.3,0.0075,,
0.1145,17,-57.6,23.3,0.0075,,
0.123,18,-56.9,23.3,0.0075,,
0.1305,19,-56.2,23.3,0.0075,,
0.139,20,-55.5,23.3,0.0085,,
0.1475,21,-54.8,23.3,0.0075,,
0.156,22,-53.9,23.3,0.0075,,
0.1645,23,-53,23.3,0.0075,,
0.173,24,-52,23.3,0.0075,,
0.1805,25,-51.1,23.3,0.0075,,
0.189,26,-50.2,23.3,0.0085,,
0.197,27,-49.2,23.3,0.008,,
0.2055,28,-48.1,23.3,0.0075,,
0.214,29,-47.1,23.3,0.0075,,
0.2225,30,-46,23.3,0.0075,,
0.23,31,-45.2,23.3,0.0075,,
0.2385,32,-44.2,23.3,0.0085,,
0.247,33,-43.3,23.3,0.0085,,
0.2555,34,-42.4,23.3,0.0075,,
0.264,35,-41.6,23.3,0.0075,,
0.2725,36,-40.6,23.3,0.0075,,
0.28,37,-39.9,23.3,0.0075,,
0.2885,38,-39.1,23.3,0.0085,,
0.2965,39,-38.3,23.3,0.008,,
0.305,40,-37.5,23.3,0.0075,,
0.3135,41,-36.7,23.3,0.0075,,
0.322,42,-36,23.3,0.0075,,
0.3295,43,-35.3,23.3,0.0075,,
0.338,44,-34.5,23.3,0.0085,,
0.3465,45,-33.7,23.3,0.0085,,
0.355,46,-33.1,23.3,0.0075,,
0.3635,47,-32.4,23.3,0.0075,,
0.3715,48,-31.7,23.3,0.0075,,
0.3795,49,-31,23.3,0.008,,
0.3875,50,-30.4,23.3,0.008,,
0.396,51,-29.6,23.3,0.0085,,
0.4045,52,-29,23.3,0.0075,,
0.413,53,-28.3,23.3,0.0075,,
0.4215,54,-27.7,23.3,0.0075,,
0.429,55,-27.1,23.3,0.0075,,
0.4375,56,-26.5,23.3,0.0085,,
0.446,57,-25.9,23.3,0.0085,,
0.4545,58,-25.3,23.3,0.0075,,
0.4625,59,-24.6,23.3,0.0075,,
0.471,60,-24.1,23.3,0.0075,,
0.4785,61,-23.6,23.3,0.0075,,
0.487,62,-22.9,23.3,0.0085,,
0.4955,63,-22.3,23.3,0.0085,,
0.504,64,-21.7,23.3,0.0075,,
0.5125,65,-21.2,23.3,0.0075,,
0.521,66,-20.6,23.3,0.0075,,
0.5285,67,-20.2,23.3,0.0075,,
0.537,68,-19.7,23.3,0.0085,,
0.5455,69,-19.1,23.3,0.0085,,
0.5535,70,-18.6,23.3,0.0075,,
0.562,71,-18,23.3,0.0075,,
0.5705,72,-17.4,23.3,0.0075,,
0.578,73,-16.9,23.3,0.0075,,
0.5865,74,-16.4,23.3,0.0085,,
0.595,75,-15.9,23.3,0.0085,,
0.6035,76,-15.4,23.3,0.0075,,
0.612,77,-14.7,23.3,0.0075,,
0.6205,78,-14.1,23.3,0.0075,,
0.6285,79,-13.5,23.3,0.008,,
0.6365,80,-13,23.3,0.008,,
0.6445,81,-12.4,23.3,0.0075,,
0.653,82,-11.9,23.3,0.0075,,
0.6615,83,-11.3,23.3,0.0075,,
0.67,84,-10.7,23.3,0.0075,,
0.6785,85,-10.3,23.3,0.0085,,
0.686,86,-9.7,23.3,0.0075,,
0.6945,87,-9.2,23.3,0.0085,,
0.703,88,-8.6,23.3,0.0075,,
0.7115,89,-8.1,23.3,0.0075,,
0.7195,90,-7.6,23.3,0.0075,,
0.728,91,-7.1,23.3,0.0085,,
0.7355,92,-6.6,23.3,0.0075,,
0.744,93,-6.1,23.3,0.0085,,
0.7525,94,-5.5,23.3,0.0075,,
0.761,95,-5,23.3,0.0075,,
0.7695,96,-4.5,23.3,0.0075,,
0.778,97,-3.9,23.3,0.0075,,
0.7855,98,-3.3,23.3,0.0075,,
0.794,99,-2.7,23.3,0.0085,,
0.802,100,-2.1,23.3,0.008,,
0.8105,101,-1.4,23.3,0.0075,,
0.819,102,-0.7,23.3,0.0075,,
0.8275,103,0,23.3,0.0075,,
0.835,104,0.6,23.3,0.0075,,
0.8435,105,0.5,23.3,0.0085,,
0.852,106,1,23.3,0.0085,,
0.8605,107,1.5,23.3,0.0075,,
0.869,108,2.4,23.3,0.0075,,
0.877,109,3.1,23.3,0.0075,,
0.885,110,4,23.3,0.008,,
0.893,111,4.4,23.3,0.008,,
0.9015,112,5,23.3,0.0085,,
0.91,113,5.5,23.3,0.0075,,
0.9185,114,6,23.3,0.0075,,
0.927,115,6.6,23.3,0.0075,,
0.9345,116,7.1,23.3,0.0075,,
0.943,117,7.7,23.3,0.0085,,
0.9515,118,8.4,23.3,0.0085,,
0.96,119,9.1,23.3,0.0075,,
0.9685,120,10.2,23.3,0.0075,,
0.9765,121,11.1,23.3,0.0075,,
0.984,122,12,23.3,0.0075,,
0.9925,123,12.7,23.3,0.0085,,
1.001,124,13.5,23.3,0.0085,,
1.0095,125,14.3,23.3,0.0075,,
1.018,126,15.1,23.3,0.0075,,
1.0265,127,16,23.3,0.0075,,
1.035,128,16.8,23.3,0.0085,,
1.0425,129,17.8,23.3,0.0075,,
1.051,130,18.8,23.3,0.0085,,
1.059,131,19.9,23.3,0.0075,,
1.0675,132,21,23.3,0.0075,,
1.076,133,22.3,23.3,0.0075,,
1.0845,134,23.6,23.3,0.0075,,
1.092,135,24.8,23.3,0.0075,,
1.1005,136,26.3,23.3,0.0085,,
1.109,137,27.8,23.3,0.0085,,
1.1175,138,29.5,23.3,0.0075,,
1.1255,139,31.4,23.3,0.0075,,
1.134,140,33.5,23.3,0.0075,,
1.142,141,35.6,23.3,0.008,,
1.15,142,38.2,23.3,0.008,,
1.1585,143,41,23.3,0.0085,,
1.167,144,44.3,23.3,0.0075,,
1.1755,145,48.1,23.3,0.0075,,
1.184,146,52.4,23.3,0.0075,,
1.1915,147,56.5,23.3,0.0075,,
1.2,148,61.5,23.3,0.0085,,
1.2085,149,67.7,23.3,0.0085,,
1.2165,150,74.2,23.3,0.0075,,
1.225,151,81.7,23.3,0.0075,,
1.2335,152,89.4,23.3,0.0075,,
1.241,153,97,23.3,0.0075,,
1.2495,154,105.8,23.3,0.0085,,
1.258,155,114.6,23.3,0.0085,,
1.2665,156,123.4,23.3,0.0075,,
1.275,157,132.3,23.3,0.0075,,
1.2835,158,140.8,23.3,0.0075,,
1.291,159,148.2,23.3,0.0075,,
1.2995,160,155.8,23.3,0.0085,,
1.3075,161,162.5,23.3,0.008,,
1.316,162,168.6,23.3,0.0075,,
1.3245,163,173.9,23.3,0.0075,,
1.333,164,178.4,23.3,0.0075,,
1.3405,165,181.8,23.3,0.0075,,
1.349,166,184.9,23.3,0.0085,,
1.352,166,185.1,23.3,0.0075,,
1.352,406,194.4,23.4,0,,
1.3525,408,194.4,23.4,0.0005,,
1.354,408,194.4,23.4,0.003,,
1.3565,410,194.3,23.4,0.0015,,
1.3605,411,194.5,23.4,0.0065,,
1.3665,412,194.7,23.4,0.01,,
1.375,413,195.1,23.4,0.014,,
1.3825,414,195.8,23.4,0.015,,
1.391,414,196.7,23.4,0.017,,
1.3995,416,197.5,23.4,0.0055,,
1.408,417,198.5,23.4,0.014,,
1.416,418,199.3,23.4,0.0135,,
1.4245,419,200.1,23.4,0.014,,
1.432,420,200.9,23.4,0.015,,
1.4405,420,201.6,23.4,0.017,,
1.449,422,202.3,23.4,0.0055,,
1.4575,423,203.1,23.4,0.014,,
1.466,424,203.8,23.4,0.014,,
1.4745,425,204.5,23.4,0.014,,
1.482,426,205.2,23.4,0.015,,
1.4905,426,205.9,23.4,0.017,,
1.499,428,206.6,23.4,0.0055,,
1.507,429,207.3,23.4,0.0135,,
1.5155,430,207.9,23.4,0.014,,
1.524,431,208.5,23.4,0.014,,
1.5315,432,209.1,23.4,0.015,,
1.54,432,209.6,23.4,0.017,,
1.5485,434,210.2,23.4,0.0055,,
1.557,435,210.8,23.4,0.014,,
1.5655,436,211.3,23.4,0.014,,
1.574,437,211.7,23.4,0.014,,
1.5815,438,212.1,23.4,0.015,,
1.59,438,212.7,23.4,0.017,,
1.598,440,213.2,23.4,0.0055,,
1.6065,441,213.7,23.4,0.014,,
1.615,442,214.1,23.4,0.014,,
1.6235,443,214.6,23.4,0.014,,
1.632,444,215.1,23.4,0.017,,
1.6395,444,215.5,23.4,0.015,,
1.648,446,216,23.4,0.0055,,
1.6565,447,216.3,23.4,0.014,,
1.665,448,216.8,23.4,0.014,,
1.6735,449,217.1,23.4,0.014,,
1.681,450,217.5,23.4,0.015,,
1.6895,450,218,23.4,0.017,,
1.6975,452,218.4,23.4,0.0055,,
1.706,453,218.8,23.4,0.014,,
1.7145,454,219.2,23.4,0.014,,
1.723,455,219.5,23.4,0.014,,
1.7315,456,219.9,23.4,0.017,,
1.739,456,220.3,23.4,0.015,,
1.7475,458,220.7,23.4,0.0055,,
1.756,459,221.2,23.4,0.014,,
1.7645,460,221.5,23.4,0.014,,
1.7725,461,221.8,23.4,0.0135,,
1.781,462,222,23.4,0.017,,
1.7885,462,222.4,23.4,0.015,,
1.797,464,222.7,23.4,0.0055,,
1.8055,465,223.2,23.4,0.014,,
1.814,466,223.5,23.4,0.014,,
1.8225,467,223.8,23.4,0.014,,
1.831,468,224.1,23.4,0.017,,
1.8385,468,224.3,23.4,0.015,,
1.847,470,224.6,23.4,0.0055,,
1.855,471,224.9,23.4,0.0135,,
1.8635,472,225.3,23.4,0.014,,
1.872,473,225.6,23.4,0.014,,
1.8805,474,225.9,23.4,0.014,,
1.888,474,226.2,23.4,0.015,,
1.8965,476,226.5,23.4,0.0055,,
1.905,476,226.9,23.4,0.017,,
1.9135,478,227.2,23.4,0.0055,,
1.922,479,227.5,23.4,0.014,,
1.93,480,227.7,23.4,0.0135,,
1.938,480,228,23.4,0.016,,
1.946,482,228.4,23.4,0.0055,,
1.9545,482,228.6,23.4,0.017,,
1.963,484,228.8,23.4,0.0055,,
1.9715,485,229.1,23.4,0.014,,
1.98,486,229.3,23.4,0.014,,
1.9875,486,229.6,23.4,0.015,,
1.996,488,229.9,23.4,0.0055,,
2.0045,488,230.2,23.4,0.017,,
2.0125,490,230.4,23.4,0.005,,
2.021,491,230.5,23.4,0.014,,
2.0295,492,230.7,23.4,0.014,,
2.037,492,230.9,23.4,0.015,,
2.0455,494,231.2,23.4,0.0055,,
2.054,494,231.5,23.4,0.017,,
2.0625,496,231.8,23.4,0.0055,,
2.071,497,232.1,23.4,0.014,,
2.0795,498,232.3,23.4,0.014,,
2.0875,498,232.6,23.4,0.016,,
2.0955,500,232.8,23.4,0.0055,,
2.104,500,233,23.4,0.017,,
2.112,502,233.2,23.4,0.005,,
2.1205,503,233.4,23.4,0.014,,
2.129,504,233.6,23.4,0.014,,
2.1375,504,233.9,23.4,0.017,,
2.1435,506,234.1,23.4,0.004,,
2.1495,506,234.4,23.4,0.012,,
2.152,508,234.5,23.4,0.0015,,
2.1525,509,234.6,23.4,0.001,,
2.1535,510,234.6,23.4,0.0015,,
2.155,511,234.6,23.4,0.0025,,
2.1565,512,234.7,23.4,0.003,,
2.1595,512,234.7,23.4,0.006,,
2.1625,514,234.8,23.4,0.002,,
2.1645,515,234.9,23.4,0.0035,,
2.165,516,235,23.4,0.001,,
2.1665,517,235,23.4,0.002,,
Scope 1/1, Sample 14/25 (33),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-49.5,23.3,NaN,,
0.0005,1,-50.8,23.3,0.0005,,
0.0025,2,-51,23.3,0.002,,
0.005,3,-51.4,23.3,0.0025,,
0.009,4,-51.7,23.3,0.0035,,
0.015,5,-52.1,23.3,0.0055,,
0.0235,6,-52.3,23.3,0.0075,,
0.031,7,-52.6,23.3,0.0075,,
0.0395,8,-52.6,23.3,0.0085,,
0.048,9,-52.7,23.3,0.0085,,
0.0565,10,-52.8,23.3,0.0075,,
0.065,11,-52.7,23.3,0.0075,,
0.0735,12,-52.5,23.3,0.0075,,
0.081,13,-52.3,23.3,0.0075,,
0.0895,14,-52.1,23.3,0.0085,,
0.098,15,-51.8,23.3,0.0085,,
0.106,16,-51.5,23.3,0.0075,,
0.1145,17,-51.1,23.3,0.0075,,
0.123,18,-50.6,23.3,0.0075,,
0.1315,19,-50.2,23.3,0.0085,,
0.139,20,-49.6,23.3,0.0075,,
0.1475,21,-49.1,23.3,0.0085,,
0.156,22,-48.4,23.3,0.0075,,
0.1645,23,-47.8,23.3,0.0075,,
0.1725,24,-47.1,23.3,0.0075,,
0.181,25,-46.4,23.3,0.0075,,
0.1885,26,-45.7,23.3,0.0075,,
0.197,27,-44.9,23.3,0.0085,,
0.2055,28,-44.2,23.3,0.0075,,
0.214,29,-43.4,23.3,0.0075,,
0.2225,30,-42.5,23.3,0.0075,,
0.231,31,-41.8,23.3,0.0075,,
0.2385,32,-41,23.3,0.0075,,
0.247,33,-40.3,23.3,0.0085,,
0.2555,34,-39.5,23.3,0.0075,,
0.2635,35,-38.7,23.3,0.0075,,
0.272,36,-38,23.3,0.0075,,
0.2805,37,-37.2,23.3,0.0075,,
0.288,38,-36.6,23.3,0.0075,,
0.2965,39,-35.9,23.3,0.0085,,
0.305,40,-35.3,23.3,0.0075,,
0.3135,41,-34.5,23.3,0.0075,,
0.322,42,-33.9,23.3,0.0075,,
0.3305,43,-33.3,23.3,0.0075,,
0.338,44,-32.7,23.3,0.0075,,
0.3465,45,-32.1,23.3,0.0085,,
0.3545,46,-31.5,23.3,0.0075,,
0.363,47,-30.9,23.3,0.0075,,
0.3715,48,-30.3,23.3,0.0075,,
0.38,49,-29.7,23.3,0.0075,,
0.3875,50,-29.1,23.3,0.0075,,
0.396,51,-28.4,23.3,0.0085,,
0.4045,52,-28,23.3,0.0085,,
0.413,53,-27.4,23.3,0.0075,,
0.4215,54,-26.9,23.3,0.0075,,
0.4295,55,-26.4,23.3,0.0075,,
0.4375,56,-25.8,23.3,0.008,,
0.446,57,-25.3,23.3,0.0085,,
0.454,58,-24.7,23.3,0.0075,,
0.4625,59,-24.2,23.3,0.0075,,
0.471,60,-23.6,23.3,0.0075,,
0.4795,61,-23,23.3,0.0075,,
0.487,62,-22.5,23.3,0.0075,,
0.4955,63,-21.9,23.3,0.0085,,
0.504,64,-21.4,23.3,0.0075,,
0.5125,65,-20.8,23.3,0.0075,,
0.521,66,-20.3,23.3,0.0075,,
0.529,67,-19.8,23.3,0.0075,,
0.537,68,-19.5,23.3,0.008,,
0.545,69,-19,23.3,0.008,,
0.5535,70,-18.4,23.3,0.0075,,
0.562,71,-17.8,23.3,0.0075,,
0.5705,72,-17.2,23.3,0.0075,,
0.579,73,-16.7,23.3,0.0075,,
0.5865,74,-16.3,23.3,0.0075,,
0.595,75,-15.9,23.3,0.0085,,
0.6035,76,-15.4,23.3,0.0085,,
0.6115,77,-14.9,23.3,0.0075,,
0.62,78,-14.4,23.3,0.0075,,
0.6285,79,-13.8,23.3,0.0075,,
0.636,80,-13.4,23.3,0.007,,
0.6445,81,-12.9,23.3,0.0085,,
0.653,82,-12.4,23.3,0.0085,,
0.6615,83,-11.8,23.3,0.0075,,
0.67,84,-11.3,23.3,0.0075,,
0.6785,85,-10.9,23.3,0.0075,,
0.686,86,-10.4,23.3,0.0075,,
