Task,T3931,,,,,
0.6445,81,-17,23.2,0.0075,,
0.653,82,-16.5,23.2,0.0075,,
0.6615,83,-16,23.2,0.0085,,
0.669,84,-15.5,23.2,0.007,,
0.6775,85,-15,23.2,0.0075,,
0.686,86,-14.5,23.2,0.0075,,
0.6945,87,-13.9,23.2,0.0075,,
0.703,88,-13.4,23.2,0.0075,,
0.7105,89,-13,23.2,0.0075,,
0.719,90,-12.4,23.2,0.0075,,
0.7275,91,-11.9,23.2,0.0075,,
0.736,92,-11.4,23.2,0.0075,,
0.744,93,-10.9,23.2,0.0075,,
0.7525,94,-10.4,23.2,0.0075,,
0.76,95,-9.9,23.2,0.0075,,
0.7685,96,-9.4,23.2,0.0075,,
0.777,97,-8.9,23.2,0.0075,,
0.7855,98,-8.4,23.2,0.0075,,
0.794,99,-7.9,23.2,0.0075,,
0.8025,100,-7.4,23.2,0.0075,,
0.81,101,-7,23.2,0.007,,
0.8185,102,-6.5,23.2,0.0075,,
0.827,103,-6.1,23.2,0.0075,,
0.8355,104,-5.7,23.2,0.0075,,
0.844,105,-5.1,23.2,0.0075,,
0.8515,106,-4.6,23.2,0.0075,,
0.86,107,-3.9,23.2,0.0075,,
0.868,108,-3.4,23.2,0.0075,,
0.8765,109,-2.7,23.2,0.0075,,
0.885,110,-2.1,23.2,0.0075,,
0.8935,111,-1.5,23.2,0.0075,,
0.901,112,-1,23.2,0.0075,,
0.9095,113,-0.3,23.2,0.0075,,
0.918,114,0.2,23.2,0.0075,,
0.9265,115,0.3,23.2,0.0075,,
0.935,116,0.5,23.2,0.0075,,
0.9435,117,1,23.2,0.0075,,
0.951,118,1.5,23.2,0.007,,
0.9595,119,2.2,23.2,0.0075,,
0.9675,120,3,23.2,0.0075,,
0.976,121,4,23.2,0.0075,,
0.9845,122,3.9,23.2,0.0075,,
0.993,123,4.5,23.2,0.0075,,
1.0005,124,5,23.2,0.007,,
1.009,125,5.5,23.2,0.0075,,
1.0175,126,5.9,23.2,0.0075,,
1.026,127,6.4,23.2,0.0075,,
1.0345,128,7,23.2,0.0075,,
1.042,129,7.4,23.2,0.0075,,
1.0505,130,8.1,23.2,0.0075,,
1.059,131,8.7,23.2,0.0075,,
1.0675,132,9.4,23.2,0.0075,,
1.0755,133,10.1,23.2,0.0075,,
1.084,134,10.9,23.2,0.0075,,
1.092,135,11.5,23.2,0.0075,,
1.1,136,12.2,23.2,0.0075,,
1.1085,137,13,23.2,0.0075,,
1.117,138,13.7,23.2,0.0075,,
1.1255,139,14.5,23.2,0.0075,,
1.134,140,15.2,23.2,0.0085,,
1.1415,141,15.9,23.2,0.007,,
1.15,142,16.7,23.2,0.0075,,
1.1585,143,17.5,23.2,0.0075,,
1.167,144,18.2,23.2,0.0075,,
1.1755,145,19,23.2,0.0075,,
1.183,146,19.8,23.2,0.0075,,
1.1915,147,20.6,23.2,0.0075,,
1.2,148,21.4,23.2,0.0075,,
1.208,149,22.3,23.2,0.0075,,
1.2165,150,23.2,23.2,0.0075,,
1.225,151,24.2,23.2,0.0075,,
1.2325,152,25.2,23.2,0.0075,,
1.241,153,26.3,23.2,0.0075,,
1.2495,154,27.3,23.2,0.0075,,
1.258,155,28.4,23.2,0.0075,,
1.2665,156,29.6,23.2,0.0075,,
1.275,157,30.8,23.2,0.0075,,
1.2825,158,32.1,23.2,0.007,,
1.291,159,33.5,23.2,0.0075,,
1.299,160,34.9,23.2,0.0075,,
1.3075,161,36.6,23.2,0.0075,,
1.316,162,38.3,23.2,0.0075,,
1.3245,163,40.2,23.2,0.0075,,
1.332,164,42,23.2,0.007,,
1.3405,165,44.2,23.2,0.0075,,
1.349,166,46.7,23.2,0.0075,,
1.3575,167,49.5,23.2,0.0075,,
1.366,168,52.6,23.2,0.0075,,
1.3735,169,55.6,23.2,0.0075,,
1.382,170,59.4,23.2,0.0075,,
1.3905,171,63.5,23.2,0.0075,,
1.399,172,67.9,23.2,0.0075,,
1.407,173,73.1,23.2,0.0075,,
1.4155,174,78.9,23.2,0.0075,,
1.423,175,84.7,23.2,0.007,,
1.4315,176,91.5,23.2,0.0075,,
1.44,177,98.6,23.2,0.0075,,
1.4485,178,106.4,23.2,0.0075,,
1.457,179,114.1,23.2,0.0075,,
1.4655,180,121.7,23.2,0.0075,,
1.473,181,128.4,23.2,0.007,,
1.4815,182,135.9,23.2,0.0075,,
1.49,183,143,23.2,0.0075,,
1.4985,184,150.1,23.2,0.0075,,
1.5065,185,156.4,23.2,0.0075,,
1.515,186,161.8,23.2,0.0085,,
1.523,187,167.1,23.2,0.0075,,
1.531,188,171.9,23.2,0.0075,,
1.5395,189,176.1,23.3,0.0075,,
1.548,190,179.8,23.2,0.0075,,
1.5565,191,182.7,23.3,0.0075,,
1.565,192,184.8,23.2,0.0085,,
1.567,192,185.1,23.2,0.004,,
1.567,432,192,23.3,0,,
1.5675,434,192,23.3,0.0005,,
1.569,434,192,23.3,0.003,,
1.5715,436,192.1,23.3,0.0015,,
1.5755,437,192.2,23.3,0.0065,,
1.5815,438,192.4,23.3,0.01,,
1.59,438,192.7,23.3,0.017,,
1.5975,440,193.3,23.3,0.005,,
1.606,440,194.2,23.3,0.017,,
1.6145,442,195,23.3,0.0055,,
1.623,443,195.8,23.3,0.014,,
1.6315,444,196.6,23.3,0.014,,
1.6395,444,197.5,23.3,0.016,,
1.6475,446,198.3,23.3,0.0055,,
1.6555,446,199.1,23.3,0.016,,
1.664,448,199.8,23.3,0.0055,,
1.6725,449,200.5,23.3,0.014,,
1.681,450,201.3,23.3,0.014,,
1.6895,450,201.9,23.3,0.017,,
1.697,452,202.7,23.3,0.005,,
1.7055,452,203.3,23.3,0.017,,
1.714,454,204,23.3,0.0055,,
1.7225,455,204.7,23.3,0.014,,
1.731,456,205.3,23.3,0.014,,
1.7385,456,205.8,23.3,0.015,,
1.747,458,206.5,23.3,0.0055,,
1.7555,458,207,23.3,0.017,,
1.7635,460,207.6,23.3,0.005,,
1.772,461,208,23.3,0.014,,
1.7805,462,208.6,23.3,0.014,,
1.788,462,209.1,23.3,0.015,,
1.7965,464,209.6,23.3,0.0055,,
1.805,465,210,23.3,0.014,,
1.8135,466,210.5,23.3,0.014,,
1.822,467,211,23.3,0.014,,
1.8305,468,211.5,23.3,0.014,,
1.838,468,211.9,23.3,0.015,,
1.8465,470,212.4,23.3,0.0055,,
1.855,471,213,23.3,0.014,,
1.863,472,213.4,23.3,0.0135,,
1.8715,473,213.9,23.3,0.014,,
1.88,474,214.1,23.3,0.017,,
1.8875,474,214.6,23.3,0.015,,
1.896,476,215.1,23.3,0.0055,,
1.9045,477,215.5,23.3,0.014,,
1.913,478,216,23.3,0.014,,
1.9215,479,216.4,23.3,0.014,,
1.929,480,216.6,23.3,0.015,,
1.9375,480,217,23.3,0.017,,
1.946,482,217.5,23.3,0.0055,,
1.9545,483,217.8,23.3,0.014,,
1.9625,484,218.2,23.3,0.0135,,
1.971,485,218.5,23.3,0.014,,
1.9785,486,218.8,23.3,0.015,,
1.987,486,219.1,23.3,0.017,,
1.9955,488,219.5,23.3,0.0055,,
2.004,489,219.9,23.3,0.014,,
2.0125,490,220.3,23.3,0.014,,
2.021,491,220.6,23.3,0.014,,
2.0285,492,220.9,23.3,0.015,,
2.037,492,221.2,23.3,0.017,,
2.0455,494,221.6,23.3,0.0055,,
2.054,495,222,23.3,0.014,,
2.062,496,222.2,23.3,0.0135,,
2.0705,496,222.5,23.3,0.017,,
2.078,498,222.8,23.3,0.005,,
2.0865,498,223.2,23.3,0.017,,
2.095,500,223.4,23.3,0.0055,,
2.1035,501,223.7,23.3,0.014,,
2.112,502,224,23.3,0.014,,
2.1205,502,224.3,23.3,0.017,,
2.128,504,224.5,23.3,0.005,,
2.1365,504,224.8,23.3,0.017,,
2.145,506,225,23.3,0.0055,,
2.1535,507,225.3,23.3,0.014,,
2.1615,508,225.6,23.3,0.0135,,
2.17,508,225.9,23.3,0.017,,
2.1775,510,226.1,23.3,0.005,,
2.186,510,226.4,23.3,0.017,,
2.1945,512,226.7,23.3,0.0055,,
2.203,513,227,23.3,0.014,,
2.2115,514,227.3,23.3,0.014,,
2.219,514,227.5,23.3,0.015,,
2.2275,516,227.8,23.3,0.0055,,
2.236,517,228,23.3,0.014,,
2.2445,518,228.2,23.3,0.014,,
2.253,519,228.4,23.3,0.014,,
2.261,520,228.6,23.3,0.016,,
2.269,520,228.8,23.3,0.016,,
2.2775,522,229.1,23.3,0.0055,,
2.2855,523,229.3,23.3,0.0135,,
2.294,524,229.6,23.3,0.014,,
2.3025,525,229.8,23.3,0.014,,
2.311,526,230,23.3,0.017,,
2.3185,526,230.3,23.3,0.015,,
2.327,528,230.5,23.3,0.0055,,
2.3355,529,230.7,23.3,0.014,,
2.344,530,231.1,23.3,0.014,,
2.3525,531,231.3,23.3,0.014,,
2.3605,532,231.5,23.3,0.016,,
2.3685,532,231.6,23.3,0.016,,
2.3765,534,231.8,23.3,0.0055,,
2.385,535,232.1,23.3,0.014,,
2.3935,536,232.4,23.3,0.014,,
2.402,537,232.5,23.3,0.014,,
2.4095,538,232.7,23.3,0.015,,
2.418,538,232.9,23.3,0.017,,
2.4265,540,233.2,23.3,0.0055,,
2.435,541,233.4,23.3,0.014,,
2.4435,542,233.6,23.3,0.014,,
2.4515,543,233.8,23.3,0.0135,,
2.46,544,234,23.3,0.017,,
2.4675,544,234.1,23.3,0.015,,
2.476,546,234.3,23.3,0.0055,,
2.4805,547,234.5,23.3,0.0075,,
2.483,548,234.6,23.3,0.004,,
2.485,549,234.7,23.3,0.0035,,
2.4875,550,234.7,23.3,0.005,,
2.49,550,234.7,23.3,0.005,,
2.494,552,234.8,23.3,0.0025,,
2.5,553,234.9,23.3,0.01,,
2.504,553,235,23.3,0.02,,
Scope 1/1, Sample 2/19 (TNK-2),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-6.4,23.3,NaN,,
0.0005,1,-8.5,23.3,0.0005,,
0.0025,2,-9.2,23.3,0.002,,
0.005,3,-9.7,23.3,0.0025,,
0.0085,4,-10.2,23.3,0.003,,
0.015,5,-10.8,23.3,0.006,,
0.023,6,-11.3,23.3,0.0075,,
0.0305,7,-11.7,23.3,0.0075,,
0.039,8,-12.1,23.3,0.0085,,
0.0475,9,-12.4,23.3,0.0075,,
0.056,10,-12.6,23.3,0.0075,,
0.0645,11,-12.8,23.3,0.0075,,
0.073,12,-12.9,23.3,0.0085,,
0.0805,13,-13,23.3,0.0075,,
0.089,14,-13,23.3,0.0085,,
0.0975,15,-12.8,23.3,0.0075,,
0.106,16,-12.8,23.3,0.0075,,
0.114,17,-12.6,23.3,0.0075,,
0.122,18,-12.5,23.3,0.008,,
0.13,19,-12.3,23.3,0.008,,
0.1385,20,-12,23.3,0.0085,,
0.147,21,-11.8,23.3,0.0075,,
0.1555,22,-11.5,23.3,0.0075,,
0.164,23,-11.2,23.3,0.0075,,
0.1715,24,-11,23.3,0.0075,,
0.18,25,-10.6,23.3,0.0085,,
0.1885,26,-10.3,23.3,0.0075,,
0.197,27,-10,23.3,0.0075,,
0.2055,28,-9.8,23.3,0.0075,,
0.214,29,-9.5,23.3,0.0085,,
0.2215,30,-9.2,23.3,0.0075,,
0.23,31,-9,23.3,0.0085,,
0.238,32,-8.7,23.3,0.0075,,
0.2465,33,-8.4,23.3,0.0075,,
0.255,34,-8.2,23.3,0.0075,,
0.2625,35,-7.9,23.3,0.0075,,
0.271,36,-7.6,23.3,0.0085,,
0.2795,37,-7.3,23.3,0.0085,,
0.288,38,-6.9,23.3,0.0075,,
0.2965,39,-6.6,23.3,0.0075,,
0.305,40,-6.3,23.3,0.0075,,
0.3125,41,-6,23.3,0.0075,,
0.321,42,-5.7,23.3,0.0085,,
0.3295,43,-5.5,23.3,0.0075,,
0.338,44,-5.2,23.3,0.0075,,
0.346,45,-4.9,23.3,0.0075,,
0.3545,46,-4.6,23.3,0.0085,,
0.3625,47,-4.2,23.3,0.008,,
0.3705,48,-3.8,23.3,0.008,,
0.379,49,-3.4,23.3,0.0075,,
0.3875,50,-3.1,23.3,0.0075,,
0.396,51,-2.7,23.3,0.0075,,
0.4035,52,-2.4,23.3,0.0075,,
0.412,53,-2,23.3,0.0085,,
0.4205,54,-1.6,23.3,0.0085,,
0.429,55,-1.2,23.3,0.0075,,
0.4375,56,-0.9,23.3,0.0075,,
0.4455,57,-0.4,23.3,0.0075,,
0.4535,58,-0.1,23.3,0.008,,
0.462,59,0.2,23.3,0.0085,,
0.47,60,0.2,23.3,0.008,,
0.4785,61,0.2,23.3,0.0075,,
0.487,62,0.5,23.3,0.0075,,
0.4955,63,0.8,23.3,0.0075,,
0.503,64,1.2,23.3,0.0075,,
0.5115,65,1.5,23.3,0.0085,,
0.52,66,1.9,23.3,0.0075,,
0.5285,67,2.2,23.3,0.0075,,
0.537,68,2.6,23.3,0.0075,,
0.5455,69,3.2,23.3,0.0085,,
0.553,70,3.9,23.3,0.0075,,
0.5615,71,3.7,23.3,0.0085,,
0.5695,72,4,23.3,0.0075,,
0.578,73,4.5,23.3,0.0075,,
0.5865,74,4.8,23.3,0.0075,,
0.594,75,5.1,23.3,0.0075,,
0.6025,76,5.4,23.3,0.0085,,
0.611,77,5.8,23.3,0.0085,,
0.6195,78,6.1,23.3,0.0075,,
0.628,79,6.4,23.3,0.0075,,
0.6365,80,6.7,23.3,0.0075,,
0.644,81,6.9,23.3,0.0075,,
0.6525,82,7.3,23.3,0.0085,,
0.661,83,7.6,23.3,0.0085,,
0.669,84,8,23.3,0.0075,,
0.6775,85,8.4,23.3,0.0075,,
0.686,86,8.9,23.3,0.0075,,
0.6935,87,9.3,23.3,0.0075,,
0.702,88,9.8,23.3,0.0085,,
0.7105,89,10.1,23.3,0.0085,,
0.719,90,10.5,23.3,0.0075,,
0.7275,91,11,23.3,0.0075,,
0.736,92,11.4,23.3,0.0075,,
0.7435,93,11.8,23.3,0.0075,,
0.752,94,12.2,23.3,0.0085,,
0.76,95,12.7,23.3,0.008,,
0.7685,96,13.2,23.3,0.0075,,
0.777,97,13.6,23.3,0.0075,,
0.7855,98,14,23.3,0.0075,,
0.793,99,14.4,23.3,0.0075,,
0.8015,100,14.8,23.3,0.0085,,
0.81,101,15.3,23.3,0.0075,,
0.8185,102,15.7,23.3,0.0075,,
0.827,103,16.2,23.3,0.0075,,
0.8355,104,16.6,23.3,0.0075,,
0.843,105,17,23.3,0.0075,,
0.8515,106,17.4,23.3,0.0085,,
0.8595,107,17.8,23.3,0.008,,
0.868,108,18.3,23.3,0.0075,,
0.8765,109,18.7,23.3,0.0075,,
0.885,110,19.1,23.3,0.0075,,
0.8925,111,19.6,23.3,0.0075,,
0.901,112,20,23.3,0.0085,,
0.9095,113,20.5,23.3,0.0075,,
0.918,114,21,23.3,0.0075,,
0.9265,115,21.5,23.3,0.0075,,
0.9345,116,22,23.3,0.0075,,
0.942,117,22.5,23.3,0.0075,,
0.9505,118,23,23.3,0.0085,,
0.959,119,23.5,23.3,0.0085,,
0.9675,120,24,23.3,0.0075,,
0.976,121,24.5,23.3,0.0075,,
0.9845,122,25,23.3,0.0075,,
0.992,123,25.5,23.3,0.0075,,
1.0005,124,25.9,23.3,0.0085,,
1.009,125,26.5,23.3,0.0085,,
1.017,126,27,23.3,0.0075,,
1.0255,127,27.7,23.3,0.0075,,
1.034,128,28.3,23.3,0.0075,,
1.0415,129,28.8,23.3,0.0075,,
1.05,130,29.4,23.3,0.0085,,
1.0585,131,30,23.3,0.0085,,
1.067,132,30.6,23.3,0.0075,,
1.0755,133,31.1,23.3,0.0075,,
1.084,134,31.8,23.3,0.0075,,
1.092,135,32.5,23.3,0.0075,,
1.1,136,33.1,23.3,0.008,,
1.108,137,33.8,23.3,0.008,,
1.1165,138,34.4,23.3,0.0075,,
1.125,139,35.1,23.3,0.0075,,
1.1335,140,35.9,23.3,0.0075,,
1.142,141,36.7,23.3,0.0075,,
1.1495,142,37.4,23.3,0.0075,,
1.158,143,38.2,23.3,0.0085,,
1.1665,144,39,23.3,0.0085,,
1.1745,145,39.8,23.3,0.0075,,
1.183,146,40.6,23.3,0.0075,,
1.1915,147,41.4,23.3,0.0075,,
1.199,148,42.3,23.3,0.0075,,
1.2075,149,43.2,23.3,0.0085,,
1.216,150,44.2,23.3,0.0085,,
1.2245,151,45.2,23.3,0.0075,,
1.233,152,46.3,23.3,0.0075,,
1.2415,153,47.3,23.3,0.0075,,
1.249,154,48.5,23.3,0.0075,,
1.2575,155,49.8,23.3,0.0085,,
1.266,156,51.1,23.3,0.0075,,
1.274,157,52.6,23.3,0.0075,,
1.2825,158,54.1,23.3,0.0075,,
1.291,159,55.6,23.3,0.0075,,
1.2985,160,57.2,23.3,0.0075,,
1.307,161,58.9,23.3,0.0085,,
1.3155,162,60.9,23.3,0.0085,,
1.324,163,63,23.3,0.0075,,
1.3325,164,65.4,23.3,0.0075,,
1.3405,165,68,23.3,0.0075,,
1.3485,166,70.6,23.3,0.008,,
1.357,167,73.6,23.3,0.0085,,
1.365,168,77.1,23.3,0.008,,
1.3735,169,80.9,23.3,0.0075,,
1.382,170,85.2,23.3,0.0075,,
1.3905,171,90.2,23.3,0.0075,,
1.399,172,95.4,23.3,0.0075,,
1.4065,173,100.7,23.3,0.0075,,
1.415,174,107.1,23.3,0.0085,,
1.4235,175,113.8,23.3,0.0075,,
1.4315,176,120.5,23.3,0.0075,,
1.44,177,127.5,23.3,0.0075,,
1.4485,178,134.5,23.3,0.0075,,
1.456,179,140.9,23.3,0.0075,,
1.4645,180,147.5,23.3,0.0085,,
1.473,181,153.9,23.3,0.0075,,
1.4815,182,159.9,23.3,0.0075,,
1.49,183,165,23.3,0.0075,,
1.4985,184,169.9,23.3,0.0075,,
1.506,185,173.4,23.3,0.0075,,
1.5145,186,176.9,23.3,0.0085,,
1.5225,187,179.9,23.3,0.0075,,
1.531,188,182.3,23.3,0.0075,,
1.5395,189,184.4,23.3,0.0075,,
1.545,190,185.1,23.3,0.007,,
1.545,430,191.1,23.4,0,,
1.5455,431,191.1,23.4,0.0005,,
1.547,432,191.1,23.4,0.0015,,
1.5495,433,191.1,23.4,0.003,,
1.5535,434,191.1,23.4,0.004,,
1.56,435,191.3,23.4,0.0065,,
1.5685,436,191.7,23.4,0.0085,,
1.576,437,192.3,23.4,0.0085,,
1.5845,438,193.1,23.4,0.0095,,
1.593,439,194.1,23.4,0.0095,,
1.6015,440,195,23.4,0.0085,,
1.6095,441,195.9,23.4,0.008,,
1.618,442,196.8,23.4,0.0085,,
1.6255,443,197.5,23.4,0.0085,,
1.634,444,198.4,23.4,0.0095,,
1.6425,445,199.3,23.4,0.0095,,
1.651,446,200,23.4,0.0085,,
1.6595,447,200.8,23.4,0.0085,,
1.668,448,201.5,23.4,0.0085,,
1.6755,449,202.1,23.4,0.0085,,
1.684,450,202.7,23.4,0.0095,,
1.6925,451,203.4,23.4,0.0095,,
1.7005,452,204.1,23.4,0.008,,
1.709,453,204.7,23.4,0.0085,,
1.7175,454,205.4,23.4,0.0085,,
1.725,455,205.9,23.4,0.0085,,
1.7335,456,206.5,23.4,0.0095,,
1.742,457,207,23.4,0.0095,,
1.7505,458,207.6,23.4,0.0085,,
1.759,459,208.2,23.4,0.0085,,
1.7675,460,208.6,23.4,0.0085,,
1.775,461,209.1,23.4,0.0085,,
1.7835,462,209.6,23.4,0.0095,,
1.7915,463,210.2,23.4,0.009,,
1.8,464,210.7,23.4,0.0085,,
1.8085,465,211.2,23.4,0.0085,,
1.817,466,211.7,23.4,0.0085,,
1.8245,467,212.1,23.4,0.0085,,
1.833,468,212.5,23.4,0.0095,,
1.8415,469,213,23.4,0.0095,,
1.85,470,213.4,23.4,0.0085,,
1.8585,471,213.9,23.4,0.0085,,
1.8665,472,214.4,23.4,0.008,,
1.8745,473,214.8,23.4,0.009,,
1.8825,474,215.2,23.4,0.009,,
1.891,475,215.7,23.4,0.0095,,
1.8995,476,216.1,23.4,0.0085,,
1.908,477,216.5,23.4,0.0085,,
1.9165,478,216.9,23.4,0.0085,,
1.925,479,217.3,23.4,0.0085,,
1.9325,480,217.6,23.4,0.0085,,
1.941,481,218,23.4,0.0095,,
1.949,482,218.3,23.4,0.008,,
1.9575,483,218.7,23.4,0.0085,,
1.966,484,219.1,23.4,0.0085,,
1.9745,485,219.4,23.4,0.0095,,
1.982,486,219.7,23.4,0.0085,,
1.9905,487,220.1,23.4,0.0095,,
1.999,488,220.4,23.4,0.0085,,
2.0075,489,220.7,23.4,0.0085,,
2.016,490,221.1,23.4,0.0085,,
2.0245,491,221.3,23.4,0.0095,,
2.032,492,221.7,23.4,0.0085,,
2.04,493,222,23.4,0.009,,
2.0485,494,222.4,23.4,0.0095,,
2.057,495,222.7,23.4,0.0085,,
2.0655,496,223,23.4,0.0085,,
2.074,497,223.3,23.4,0.0085,,
2.0815,498,223.6,23.4,0.0085,,
2.09,499,223.9,23.4,0.0095,,
2.0985,500,224.2,23.4,0.0095,,
2.107,501,224.5,23.4,0.0085,,
2.115,502,224.8,23.4,0.008,,
2.1235,503,225,23.4,0.0085,,
2.131,504,225.3,23.4,0.0085,,
2.1395,505,225.5,23.4,0.0095,,
2.148,506,225.8,23.4,0.0095,,
2.1565,507,226,23.4,0.0085,,
2.165,508,226.4,23.4,0.0085,,
2.1735,509,226.7,23.4,0.0085,,
2.181,510,226.9,23.4,0.0085,,
2.1895,511,227.1,23.4,0.0095,,
2.1975,512,227.4,23.4,0.009,,
2.206,513,227.7,23.4,0.0085,,
2.2145,514,227.9,23.4,0.0085,,
2.223,515,228.1,23.4,0.0085,,
2.2315,516,228.3,23.4,0.0095,,
2.239,517,228.7,23.4,0.0085,,
2.2475,518,228.9,23.4,0.0095,,
2.256,519,229.2,23.4,0.0085,,
2.2645,520,229.5,23.4,0.0085,,
2.2725,521,229.7,23.4,0.008,,
2.281,522,229.9,23.4,0.0085,,
2.2885,523,230.2,23.4,0.0085,,
2.297,524,230.3,23.4,0.0095,,
2.3055,525,230.5,23.4,0.0095,,
2.314,526,230.8,23.4,0.0085,,
2.3225,527,231,23.4,0.0085,,
2.331,528,231.2,23.4,0.0085,,
2.3385,529,231.4,23.4,0.0085,,
2.347,530,231.6,23.4,0.0095,,
2.355,531,231.8,23.4,0.009,,
2.3635,532,232,23.4,0.0085,,
2.372,533,232.3,23.4,0.0085,,
2.3805,534,232.4,23.4,0.0085,,
2.388,535,232.6,23.4,0.0085,,
2.3965,536,232.9,23.4,0.0095,,
2.405,537,233,23.4,0.0095,,
2.4135,538,233.3,23.4,0.0085,,
2.422,539,233.5,23.4,0.0085,,
2.43,540,233.7,23.4,0.008,,
2.438,541,233.9,23.4,0.009,,
2.446,542,234.1,23.4,0.009,,
2.4545,543,234.3,23.4,0.0095,,
2.459,544,234.5,23.4,0.0045,,
2.4595,545,234.6,23.4,0.0005,,
2.46,546,234.7,23.4,0.0005,,
2.461,547,234.8,23.4,0.001,,
2.463,548,234.8,23.4,0.002,,
2.465,549,234.8,23.4,0.002,,
2.4685,550,234.8,23.4,0.0035,,
2.4735,551,234.9,23.4,0.005,,
2.4805,552,235,23.4,0.007,,
Scope 1/1, Sample 3/19 (TNK-3),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-12.4,23.4,NaN,,
0.0005,1,-14.7,23.4,0.0005,,
0.0025,2,-15.3,23.4,0.002,,
0.005,3,-15.9,23.4,0.0025,,
0.009,4,-16.5,23.4,0.0035,,
0.015,5,-17,23.4,0.0055,,
0.0235,6,-17.5,23.4,0.0075,,
0.032,7,-17.8,23.4,0.0085,,
0.0395,8,-18.2,23.4,0.0075,,
0.048,9,-18.5,23.4,0.0085,,
0.0565,10,-18.6,23.4,0.0075,,
0.065,11,-18.8,23.4,0.0075,,
0.073,12,-18.9,23.4,0.0075,,
0.0815,13,-18.9,23.4,0.0085,,
0.0895,14,-18.9,23.4,0.008,,
0.0975,15,-18.8,23.4,0.008,,
