Task,T7319,,,,,
0.421,54,21.5,18.2,0.0075,,
0.4285,55,22.3,18.2,0.0075,,
0.437,56,23.1,18.2,0.0075,,
0.4455,57,23.8,18.2,0.0075,,
0.454,58,24.7,18.2,0.0075,,
0.4625,59,25.6,18.2,0.0075,,
0.471,60,26.5,18.2,0.0075,,
0.4785,61,27.2,18.2,0.0075,,
0.487,62,28.2,18.2,0.0075,,
0.4955,63,29,18.2,0.0075,,
0.5035,64,29.7,18.2,0.0075,,
0.512,65,30.6,18.2,0.0075,,
0.5205,66,31.4,18.2,0.0075,,
0.528,67,32.2,18.2,0.0075,,
0.5365,68,33.1,18.2,0.0075,,
0.545,69,33.8,18.2,0.0075,,
0.5535,70,34.7,18.2,0.0075,,
0.562,71,35.5,18.2,0.0075,,
0.5705,72,36.3,18.2,0.0085,,
0.578,73,37.2,18.2,0.0075,,
0.5865,74,38.1,18.2,0.0075,,
0.5945,75,38.9,18.2,0.0075,,
0.603,76,39.8,18.2,0.0075,,
0.6115,77,40.7,18.2,0.0075,,
0.619,78,41.4,18.2,0.0075,,
0.6275,79,42.3,18.2,0.0075,,
0.636,80,43.1,18.2,0.0075,,
0.6445,81,44,18.2,0.0075,,
0.653,82,44.9,18.2,0.0075,,
0.6615,83,45.8,18.2,0.0075,,
0.669,84,46.6,18.2,0.0075,,
0.6775,85,47.5,18.2,0.0075,,
0.686,86,48.4,18.2,0.0075,,
0.694,87,49.3,18.2,0.0075,,
0.7025,88,50.3,18.2,0.0075,,
0.711,89,51.2,18.2,0.0075,,
0.7185,90,52.1,18.2,0.0075,,
0.727,91,53.1,18.2,0.0075,,
0.7355,92,54,18.2,0.0075,,
0.744,93,54.9,18.2,0.0075,,
0.7525,94,55.8,18.2,0.0075,,
0.761,95,56.6,18.2,0.0085,,
0.7685,96,57.5,18.2,0.0075,,
0.777,97,58.5,18.2,0.0075,,
0.7855,98,59.4,18.2,0.0075,,
0.7935,99,60.3,18.2,0.0075,,
0.802,100,61.2,18.2,0.0075,,
0.8105,101,62,18.2,0.0085,,
0.818,102,62.9,18.2,0.0075,,
0.8265,103,63.9,18.2,0.0075,,
0.835,104,64.9,18.2,0.0075,,
0.8435,105,65.9,18.2,0.0075,,
0.852,106,66.9,18.2,0.0075,,
0.8605,107,68,18.2,0.0085,,
0.868,108,69,18.2,0.007,,
0.8765,109,70.1,18.2,0.0075,,
0.885,110,71.1,18.2,0.0075,,
0.893,111,72.1,18.2,0.0075,,
0.9015,112,73.3,18.2,0.0075,,
0.909,113,74.3,18.2,0.0075,,
0.9175,114,75.6,18.2,0.0075,,
0.926,115,76.7,18.2,0.0075,,
0.9345,116,77.9,18.2,0.0075,,
0.943,117,79.1,18.2,0.0075,,
0.9515,118,80.4,18.2,0.0075,,
0.959,119,81.5,18.2,0.0075,,
0.9675,120,82.7,18.2,0.0075,,
0.976,121,84,18.2,0.0075,,
0.9845,122,85.3,18.2,0.0075,,
0.993,123,86.6,18.2,0.0075,,
1.001,124,88,18.2,0.008,,
1.009,125,89.3,18.2,0.0075,,
1.017,126,90.8,18.2,0.0075,,
1.0255,127,92.4,18.2,0.0075,,
1.034,128,94,18.2,0.0075,,
1.0425,129,95.6,18.2,0.0075,,
1.05,130,97.2,18.2,0.0075,,
1.0585,131,99.2,18.2,0.0075,,
1.067,132,101.1,18.2,0.0075,,
1.0755,133,103.2,18.2,0.0075,,
1.084,134,105.4,18.2,0.0075,,
1.0925,135,107.8,18.2,0.0075,,
1.1,136,110.2,18.2,0.0075,,
1.1085,137,113,18.2,0.0075,,
1.1165,138,115.8,18.2,0.0075,,
1.125,139,119,18.2,0.0075,,
1.1335,140,122.5,18.2,0.0075,,
1.142,141,126,18.2,0.0075,,
1.1495,142,129.5,18.2,0.0075,,
1.158,143,133.6,18.2,0.0075,,
1.1665,144,137.7,18.2,0.0075,,
1.175,145,142.1,18.2,0.0075,,
1.1835,146,146.7,18.2,0.0075,,
1.192,147,150.3,18.2,0.0085,,
1.1995,148,154.5,18.2,0.007,,
1.208,149,158.9,18.2,0.0075,,
1.216,150,162.9,18.2,0.0075,,
1.2245,151,166.4,18.2,0.0075,,
1.233,152,169.7,18.2,0.0075,,
1.2415,153,172.2,18.2,0.0085,,
1.249,154,174.6,18.2,0.007,,
1.2575,155,177,18.2,0.0075,,
1.266,156,179.5,18.2,0.0075,,
1.2745,157,181.5,18.2,0.0075,,
1.283,158,183.3,18.2,0.0075,,
1.2905,159,185,18.2,0.0075,,
1.294,160,185.1,18.2,0.007,,
1.294,400,190.8,18.2,0,,
1.2945,400,190.9,18.2,0.001,,
1.296,402,190.9,18.2,0.001,,
1.2985,402,190.9,18.2,0.005,,
1.3025,404,190.9,18.2,0.0025,,
1.309,405,191,18.2,0.011,,
1.3175,406,191.4,18.2,0.014,,
1.325,406,192.1,18.2,0.015,,
1.3335,408,193.1,18.2,0.0055,,
1.342,409,194.3,18.2,0.014,,
1.3505,410,195.4,18.2,0.014,,
1.359,411,196.5,18.2,0.014,,
1.367,412,197.3,18.2,0.016,,
1.375,412,198.4,18.2,0.016,,
1.383,414,199.5,18.2,0.0055,,
1.3915,415,200.4,18.2,0.014,,
1.4,416,201.3,18.2,0.014,,
1.4085,417,202.2,18.2,0.014,,
1.417,418,202.9,18.2,0.017,,
1.4245,418,203.7,18.2,0.015,,
1.433,420,204.6,18.2,0.0055,,
1.4415,421,205.3,18.2,0.014,,
1.45,422,206.1,18.2,0.014,,
1.458,423,206.8,18.2,0.0135,,
1.466,424,207.5,18.2,0.016,,
1.4745,424,208.3,18.2,0.017,,
1.4825,426,208.9,18.2,0.0055,,
1.491,427,209.6,18.2,0.014,,
1.4995,428,210.2,18.2,0.014,,
1.508,429,210.8,18.2,0.014,,
1.5155,430,211.4,18.2,0.015,,
1.524,430,212,18.2,0.017,,
1.5325,432,212.7,18.2,0.0055,,
1.541,433,213.3,18.2,0.014,,
1.5495,434,213.8,18.3,0.014,,
1.5575,435,214.3,18.3,0.0135,,
1.5655,436,214.8,18.2,0.016,,
1.574,436,215.3,18.3,0.017,,
1.582,438,215.8,18.3,0.005,,
1.5905,439,216.4,18.2,0.014,,
1.599,440,216.8,18.3,0.014,,
1.6075,440,217.3,18.3,0.017,,
1.615,442,217.7,18.3,0.005,,
1.6235,442,218.3,18.3,0.017,,
1.632,444,218.7,18.3,0.0055,,
1.6405,445,219.2,18.3,0.014,,
1.649,446,219.5,18.3,0.014,,
1.6565,446,220,18.3,0.015,,
1.665,448,220.3,18.3,0.0055,,
1.673,448,220.8,18.3,0.016,,
1.6815,450,221.3,18.3,0.0055,,
1.69,451,221.7,18.3,0.014,,
1.6985,452,222.1,18.3,0.014,,
1.707,452,222.5,18.3,0.017,,
1.7145,454,222.9,18.3,0.005,,
1.723,454,223.2,18.3,0.017,,
1.7315,456,223.6,18.3,0.0055,,
1.74,457,223.9,18.3,0.014,,
1.7485,458,224.3,18.3,0.014,,
1.756,458,224.6,18.3,0.015,,
1.7645,460,225,18.3,0.0055,,
1.773,461,225.4,18.3,0.014,,
1.781,462,225.8,18.3,0.0135,,
1.7895,463,226.1,18.3,0.014,,
1.798,464,226.4,18.3,0.014,,
1.8055,464,226.7,18.3,0.015,,
1.814,466,227,18.3,0.0055,,
1.8225,467,227.3,18.3,0.014,,
1.831,468,227.7,18.3,0.014,,
1.8395,469,228,18.3,0.014,,
1.848,470,228.4,18.3,0.014,,
1.8555,470,228.7,18.3,0.015,,
1.864,472,229,18.3,0.0055,,
1.872,473,229.2,18.3,0.0135,,
1.8805,474,229.5,18.3,0.014,,
1.889,475,229.7,18.3,0.014,,
1.8975,476,230,18.3,0.017,,
1.905,476,230.4,18.3,0.015,,
1.9135,478,230.6,18.3,0.0055,,
1.922,479,231,18.3,0.014,,
1.9305,480,231.3,18.3,0.014,,
1.939,481,231.5,18.3,0.014,,
1.9475,482,231.8,18.3,0.017,,
1.955,482,232,18.3,0.015,,
1.9635,484,232.3,18.3,0.0055,,
1.9715,485,232.5,18.3,0.0135,,
1.98,486,232.8,18.3,0.014,,
1.9885,487,233.1,18.3,0.014,,
1.996,488,233.4,18.3,0.015,,
2.0045,488,233.6,18.3,0.017,,
2.013,490,233.8,18.3,0.0055,,
2.0215,491,234.1,18.3,0.014,,
2.027,492,234.4,18.3,0.009,,
2.028,493,234.6,18.3,0.0015,,
2.028,494,234.7,18.3,0,,
2.0285,494,234.7,18.3,0.001,,
2.0295,496,234.8,18.3,0.0005,,
2.031,497,234.7,18.3,0.0025,,
2.034,498,234.8,18.3,0.005,,
2.038,498,234.8,18.3,0.008,,
2.0435,500,234.9,18.3,0.0035,,
2.0465,500,235,18.3,-0.03,,
Scope 1/1, Sample 2/5 (junk2),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-32.3,18.3,NaN,,
0.001,1,-32.4,18.3,0.001,,
0.0025,2,-32.4,18.3,0.0015,,
0.005,3,-32.4,18.3,0.0025,,
0.009,4,-32.4,18.3,0.0035,,
0.015,5,-32.4,18.3,0.0055,,
0.0235,6,-32.1,18.3,0.0075,,
0.032,7,-31.6,18.3,0.0075,,
0.0405,8,-30.7,18.3,0.0075,,
0.048,9,-29.7,18.3,0.007,,
0.0565,10,-28.5,18.3,0.0075,,
0.065,11,-26.8,18.3,0.0075,,
0.0735,12,-25.1,18.3,0.0075,,
0.082,13,-23.2,18.3,0.0075,,
0.0905,14,-21.1,18.3,0.0075,,
0.0985,15,-19.3,18.3,0.0075,,
0.1065,16,-17.4,18.3,0.0075,,
0.1145,17,-15.5,18.3,0.0075,,
0.123,18,-13.6,18.3,0.0075,,
0.1315,19,-12,18.3,0.0075,,
0.14,20,-10.4,18.3,0.0075,,
0.1475,21,-9.1,18.3,0.007,,
0.156,22,-7.6,18.3,0.0075,,
0.1645,23,-6.4,18.3,0.0075,,
0.173,24,-5.1,18.3,0.0075,,
0.1815,25,-3.7,18.3,0.0075,,
0.19,26,-2.3,18.3,0.007,,
0.1975,27,-1,18.3,0.007,,
0.206,28,0.1,18.3,0.0075,,
0.214,29,0.4,18.3,0.0075,,
0.2225,30,1.5,18.3,0.0075,,
0.231,31,2.9,18.3,0.0075,,
0.2395,32,3.7,18.3,0.007,,
0.247,33,4.6,18.3,0.007,,
0.2555,34,5.4,18.3,0.0075,,
0.264,35,6.2,18.3,0.0075,,
0.2725,36,7,18.3,0.0075,,
0.281,37,7.9,18.3,0.0075,,
0.2895,38,8.8,18.3,0.0075,,
0.297,39,9.8,18.3,0.007,,
0.3055,40,10.7,18.3,0.0075,,
0.3135,41,11.8,18.3,0.0075,,
0.322,42,12.7,18.3,0.0075,,
0.3305,43,13.6,18.3,0.0075,,
0.338,44,14.4,18.3,0.007,,
0.3465,45,15.3,18.3,0.0075,,
0.355,46,16.2,18.3,0.0075,,
0.3635,47,17,18.3,0.0075,,
0.372,48,17.8,18.3,0.0075,,
0.3805,49,18.7,18.3,0.0075,,
0.388,50,19.5,18.3,0.007,,
0.3965,51,20.3,18.3,0.0075,,
0.405,52,21.1,18.3,0.0075,,
0.413,53,22,18.3,0.0075,,
0.4215,54,22.7,18.3,0.0075,,
0.43,55,23.7,18.3,0.007,,
0.4375,56,24.4,18.4,0.007,,
0.446,57,25.3,18.3,0.0075,,
0.4545,58,26,18.3,0.0075,,
0.463,59,26.9,18.3,0.0075,,
0.4715,60,27.7,18.3,0.0075,,
0.48,61,28.5,18.3,0.0075,,
0.4875,62,29.3,18.4,0.007,,
0.496,63,30.2,18.4,0.0075,,
0.5045,64,31.1,18.4,0.0075,,
0.5125,65,31.9,18.4,0.0075,,
0.521,66,32.7,18.4,0.0075,,
0.5295,67,33.6,18.4,0.0075,,
0.537,68,34.5,18.3,0.007,,
0.5455,69,35.3,18.3,0.0075,,
0.554,70,36.1,18.4,0.0075,,
0.5625,71,37,18.3,0.0075,,
0.571,72,37.8,18.3,0.0075,,
0.5785,73,38.7,18.3,0.007,,
0.587,74,39.5,18.3,0.0075,,
0.5955,75,40.4,18.3,0.0075,,
0.604,76,41.2,18.4,0.0075,,
0.612,77,42.1,18.4,0.0075,,
0.6205,78,42.9,18.3,0.0075,,
0.628,79,43.7,18.4,0.007,,
0.6365,80,44.6,18.4,0.0075,,
0.645,81,45.5,18.4,0.0075,,
0.6535,82,46.4,18.4,0.0075,,
0.662,83,47.2,18.4,0.0075,,
0.6705,84,48,18.4,0.0075,,
0.678,85,48.9,18.4,0.007,,
0.6865,86,49.8,18.4,0.0075,,
0.695,87,50.7,18.4,0.0075,,
0.7035,88,51.6,18.4,0.0075,,
0.7115,89,52.5,18.4,0.0075,,
0.72,90,53.3,18.4,0.0075,,
0.728,91,54.1,18.4,0.0075,,
0.736,92,55,18.4,0.0075,,
0.7445,93,55.9,18.4,0.0075,,
0.753,94,56.9,18.4,0.0075,,
0.7615,95,57.8,18.4,0.0075,,
0.77,96,58.7,18.4,0.007,,
0.7775,97,59.6,18.4,0.007,,
0.786,98,60.6,18.4,0.0075,,
0.7945,99,61.5,18.4,0.0075,,
0.803,100,62.4,18.4,0.0075,,
0.811,101,63.5,18.4,0.0075,,
0.8195,102,64.4,18.4,0.007,,
0.827,103,65.3,18.4,0.007,,
0.8355,104,66.3,18.4,0.0075,,
0.844,105,67.4,18.4,0.0075,,
0.8525,106,68.4,18.4,0.007,,
0.861,107,69.4,18.4,0.0075,,
0.8695,108,70.4,18.4,0.007,,
0.877,109,71.3,18.4,0.007,,
0.8855,110,72.4,18.4,0.0075,,
0.8935,111,73.5,18.4,0.0075,,
0.902,112,74.6,18.4,0.0075,,
0.9105,113,75.8,18.4,0.0075,,
0.919,114,76.9,18.4,0.0075,,
0.9275,115,77.9,18.4,0.0075,,
0.935,116,79.1,18.4,0.007,,
0.9435,117,80.4,18.4,0.0075,,
0.952,118,81.7,18.4,0.0075,,
0.96,119,83.1,18.4,0.0075,,
0.9685,120,84.4,18.4,0.0075,,
0.977,121,85.6,18.4,0.0075,,
0.9845,122,87,18.4,0.007,,
0.993,123,88.4,18.4,0.0075,,
1.0015,124,89.8,18.4,0.0075,,
1.01,125,91.3,18.4,0.0075,,
1.0185,126,92.8,18.4,0.0075,,
1.0265,127,94.5,18.4,0.0065,,
1.0345,128,96.1,18.4,0.0075,,
1.0425,129,97.9,18.4,0.0075,,
1.051,130,100,18.4,0.0075,,
1.0595,131,102,18.4,0.0075,,
1.068,132,104.1,18.4,0.0075,,
1.0765,133,106.4,18.4,0.0075,,
1.084,134,108.4,18.4,0.007,,
1.0925,135,111,18.4,0.0075,,
1.101,136,113.7,18.4,0.0075,,
1.1095,137,116.4,18.4,0.0075,,
1.1175,138,119.5,18.4,0.0075,,
1.126,139,123,18.4,0.007,,
1.134,140,126.6,18.4,0.0075,,
1.142,141,130.5,18.4,0.0075,,
1.1505,142,134.4,18.4,0.0075,,
1.159,143,138.7,18.4,0.0075,,
1.1675,144,143.1,18.4,0.0075,,
1.176,145,147.7,18.4,0.007,,
1.1835,146,151.7,18.4,0.007,,
1.192,147,156,18.4,0.0075,,
1.2005,148,160.2,18.4,0.0075,,
1.2085,149,164,18.4,0.0075,,
1.217,150,167.6,18.4,0.0075,,
1.2255,151,170.8,18.4,0.0075,,
1.233,152,173.3,18.4,0.007,,
1.2415,153,175.8,18.4,0.0075,,
1.25,154,178.4,18.4,0.0075,,
1.2585,155,180.4,18.4,0.0075,,
1.267,156,182.3,18.4,0.0075,,
1.2755,157,184.2,18.4,0.0075,,
1.2825,158,185.1,18.4,0.0065,,
1.2825,398,191.1,18.4,0,,
1.283,399,191.1,18.4,0.0005,,
1.2845,400,191.1,18.4,0.0015,,
1.287,401,191.1,18.4,0.002,,
1.291,402,191.1,18.4,0.0035,,
1.297,403,191.3,18.4,0.005,,
1.3055,404,191.6,18.4,0.007,,
1.313,405,192.3,18.4,0.007,,
1.3215,406,193.3,18.4,0.007,,
1.33,407,194.3,18.4,0.0075,,
1.3385,408,195.5,18.4,0.007,,
1.3465,409,196.6,18.4,0.0065,,
1.355,410,197.6,18.4,0.007,,
1.3635,411,198.5,18.4,0.0075,,
1.371,412,199.6,18.4,0.007,,
1.3795,413,200.6,18.4,0.0075,,
1.388,414,201.4,18.4,0.007,,
1.3965,415,202.4,18.4,0.007,,
1.405,416,203.2,18.4,0.007,,
1.4125,417,203.9,18.4,0.007,,
1.421,418,204.7,18.4,0.0075,,
1.429,419,205.5,18.4,0.0075,,
1.4375,420,206.3,18.4,0.007,,
1.446,421,207,18.4,0.007,,
1.4545,422,207.7,18.4,0.007,,
1.463,423,208.5,18.4,0.007,,
1.4705,424,209,18.4,0.007,,
1.479,425,209.7,18.4,0.0075,,
1.4875,426,210.3,18.4,0.0075,,
1.496,427,211,18.4,0.007,,
1.504,428,211.6,18.4,0.0065,,
1.5125,429,212.2,18.4,0.007,,
1.52,430,212.8,18.4,0.007,,
1.5285,431,213.4,18.4,0.0075,,
1.537,432,214,18.4,0.007,,
1.5455,433,214.4,18.4,0.007,,
1.554,434,215,18.4,0.007,,
1.5625,435,215.5,18.4,0.007,,
1.57,436,216,18.4,0.007,,
1.5785,437,216.4,18.4,0.0075,,
1.587,438,217.1,18.4,0.0075,,
1.595,439,217.5,18.4,0.0065,,
1.6035,440,218,18.4,0.007,,
1.612,441,218.4,18.4,0.007,,
1.6195,442,218.8,18.4,0.007,,
1.628,443,219.3,18.4,0.0075,,
1.6365,444,219.7,18.4,0.0075,,
1.645,445,220.2,18.4,0.007,,
1.6535,446,220.5,18.4,0.007,,
1.662,447,221.1,18.4,0.007,,
1.6695,448,221.4,18.4,0.007,,
1.678,449,221.9,18.4,0.0075,,
1.686,450,222.3,18.4,0.0075,,
1.6945,451,222.7,18.4,0.007,,
1.703,452,223,18.4,0.007,,
1.7115,453,223.4,18.4,0.0075,,
1.719,454,223.7,18.4,0.007,,
1.7275,455,224.1,18.4,0.0075,,
1.736,456,224.5,18.4,0.0075,,
1.7445,457,224.8,18.4,0.007,,
1.753,458,225.2,18.4,0.007,,
1.761,459,225.6,18.4,0.0065,,
1.769,460,225.8,18.4,0.0075,,
1.777,461,226.2,18.4,0.0075,,
1.7855,462,226.5,18.4,0.0075,,
1.794,463,226.9,18.4,0.007,,
1.8025,464,227.2,18.4,0.007,,
1.811,465,227.5,18.4,0.007,,
1.8185,466,227.9,18.4,0.007,,
1.827,467,228.2,18.4,0.0075,,
1.8355,468,228.5,18.4,0.0075,,
1.844,469,228.8,18.4,0.007,,
1.852,470,229.1,18.4,0.0065,,
1.8605,471,229.4,18.4,0.007,,
1.868,472,229.7,18.4,0.007,,
1.8765,473,230,18.4,0.0075,,
1.885,474,230.2,18.4,0.0075,,
1.8935,475,230.6,18.4,0.007,,
1.902,476,230.8,18.4,0.007,,
1.9105,477,231.2,18.4,0.007,,
1.918,478,231.5,18.4,0.007,,
1.9265,479,231.7,18.4,0.0075,,
1.935,480,231.9,18.4,0.0075,,
1.943,481,232.2,18.4,0.0065,,
1.9515,482,232.5,18.4,0.007,,
1.96,483,232.8,18.4,0.007,,
1.9675,484,233,18.4,0.007,,
1.976,485,233.2,18.4,0.0075,,
1.9845,486,233.5,18.4,0.0075,,
1.993,487,233.7,18.4,0.007,,
2.0015,488,234,18.4,0.007,,
2.009,489,234.3,18.4,0.006,,
2.013,490,234.5,18.4,0.0035,,
2.014,491,234.7,18.4,0.001,,
2.0145,492,234.7,18.4,0.0005,,
2.015,493,234.8,18.4,0.0005,,
2.016,494,234.9,18.4,0.001,,
2.018,495,234.9,18.4,0.0015,,
2.021,496,235,18.4,0.0025,,
2.0255,497,235,18.4,0.0035,,
Scope 1/1, Sample 3/5 (junk3),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-32.4,18.4,NaN,,
0.001,1,-32.5,18.4,0.001,,
0.0025,2,-32.5,18.4,0.0015,,
0.005,3,-32.5,18.4,0.0025,,
0.0085,4,-32.6,18.4,0.003,,
0.015,5,-32.5,18.4,0.006,,
0.0235,6,-32.3,18.4,0.0075,,
0.032,7,-31.9,18.4,0.0085,,
0.0395,8,-31.3,18.4,0.0075,,
0.048,9,-30.3,18.4,0.0085,,
0.0565,10,-29.1,18.4,0.0075,,
0.065,11,-27.7,18.4,0.0075,,
0.073,12,-26,18.4,0.0075,,
0.0815,13,-24.4,18.4,0.0085,,
0.089,14,-22.5,18.4,0.0075,,
0.0975,15,-20.5,18.4,0.0085,,
0.106,16,-18.5,18.4,0.0075,,
0.1145,17,-16.7,18.4,0.0075,,
0.123,18,-15,18.4,0.0075,,
0.1315,19,-13.4,18.4,0.0085,,
0.139,20,-11.9,18.4,0.0075,,
0.1475,21,-10.4,18.4,0.0085,,
0.1555,22,-9,18.4,0.0075,,
0.164,23,-7.7,18.4,0.0075,,
0.1725,24,-6.4,18.4,0.0075,,
0.181,25,-5.2,18.4,0.0075,,
0.1885,26,-4,18.4,0.0075,,
0.197,27,-2.7,18.4,0.0085,,
0.2055,28,-1.6,18.4,0.0075,,
0.214,29,-0.4,18.4,0.0075,,
0.2225,30,0.2,18.4,0.0075,,
0.231,31,0.8,18.4,0.0085,,
0.2385,32,1.9,18.4,0.0075,,
0.247,33,3.3,18.4,0.0085,,
0.255,34,4,18.4,0.0075,,
0.2635,35,5,18.4,0.0075,,
0.272,36,5.7,18.4,0.0075,,
0.2805,37,6.5,18.4,0.0075,,
0.288,38,7.2,18.4,0.0075,,
0.2965,39,8.1,18.4,0.0085,,
0.305,40,9.1,18.4,0.0075,,
0.3135,41,10.2,18.4,0.0075,,
0.3215,42,11.3,18.4,0.0075,,
0.33,43,12.2,18.4,0.0075,,
0.3375,44,13.1,18.4,0.0075,,
0.346,45,14,18.4,0.0085,,
0.3545,46,14.8,18.4,0.0075,,
0.363,47,15.7,18.4,0.0075,,
0.3715,48,16.6,18.4,0.0075,,
0.38,49,17.4,18.4,0.0075,,
0.3875,50,18.2,18.4,0.0075,,
0.396,51,19.1,18.4,0.0085,,
0.4045,52,19.9,18.4,0.0075,,
0.4125,53,20.7,18.4,0.0075,,
0.421,54,21.6,18.4,0.0075,,
0.4295,55,22.4,18.4,0.0075,,
0.438,56,23.2,18.4,0.0085,,
0.4455,57,24.1,18.4,0.0075,,
0.454,58,24.9,18.4,0.0085,,
0.4625,59,25.7,18.4,0.0075,,
0.471,60,26.5,18.4,0.0075,,
0.4795,61,27.4,18.4,0.0075,,
0.487,62,28.2,18.4,0.0075,,
0.4955,63,29.1,18.4,0.0085,,
0.504,64,29.9,18.4,0.0075,,
0.512,65,30.8,18.4,0.0075,,
0.5205,66,31.6,18.4,0.0075,,
0.529,67,32.5,18.4,0.0075,,
0.5365,68,33.3,18.4,0.0075,,
0.545,69,34.1,18.4,0.0085,,
0.5535,70,34.9,18.4,0.0075,,
0.562,71,35.8,18.4,0.0075,,
0.5705,72,36.7,18.4,0.0075,,
0.5785,73,37.6,18.4,0.0075,,
0.5865,74,38.3,18.4,0.008,,
0.5945,75,39.2,18.4,0.008,,
0.603,76,40.1,18.4,0.0075,,
0.6115,77,40.9,18.4,0.0075,,
0.62,78,41.8,18.4,0.0075,,
0.6285,79,42.7,18.4,0.0075,,
0.636,80,43.5,18.4,0.0075,,
0.6445,81,44.4,18.4,0.0085,,
0.653,82,45.2,18.4,0.0085,,
0.6615,83,46.1,18.4,0.0075,,
0.6695,84,47,18.4,0.0075,,
0.678,85,47.9,18.4,0.0075,,
0.6865,86,48.7,18.4,0.0085,,
0.694,87,49.7,18.4,0.0075,,
0.7025,88,50.6,18.4,0.0085,,
0.711,89,51.4,18.4,0.0075,,
0.7195,90,52.4,18.4,0.0075,,
0.728,91,53.3,18.4,0.0075,,
0.736,92,54.3,18.4,0.0075,,
0.744,93,55.1,18.4,0.008,,
0.752,94,56.1,18.4,0.008,,
0.7605,95,57,18.4,0.0075,,
0.769,96,57.9,18.4,0.0075,,
0.7775,97,58.8,18.4,0.0075,,
0.786,98,59.3,18.4,0.0075,,
0.7935,99,60.7,18.4,0.0075,,
0.802,100,61.6,18.4,0.0085,,
0.8105,101,62.6,18.4,0.0075,,
0.819,102,63.7,18.4,0.0075,,
0.827,103,64.7,18.4,0.0075,,
0.8355,104,65.8,18.4,0.0075,,
0.843,105,66.8,18.4,0.0075,,
0.8515,106,67.8,18.4,0.0085,,
0.86,107,68.8,18.4,0.0075,,
0.8685,108,69.7,18.4,0.0075,,
0.877,109,70.8,18.4,0.0075,,
0.8855,110,71.8,18.4,0.0075,,
0.893,111,72.8,18.4,0.0075,,
0.9015,112,74,18.4,0.0085,,
0.91,113,75,18.4,0.0075,,
0.918,114,76.2,18.4,0.0075,,
0.9265,115,77.3,18.4,0.0075,,
0.935,116,78.5,18.4,0.0075,,
0.9425,117,79.6,18.4,0.0075,,
0.951,118,80.8,18.4,0.0085,,
0.9595,119,82.1,18.4,0.0075,,
0.968,120,83.3,18.4,0.0075,,
0.9765,121,84.5,18.4,0.0075,,
0.985,122,85.9,18.4,0.0075,,
0.9925,123,87.2,18.4,0.0075,,
1.001,124,88.7,18.4,0.0085,,
1.009,125,90.2,18.4,0.0075,,
1.0175,126,91.8,18.4,0.0075,,
1.026,127,93.5,18.4,0.0075,,
1.0345,128,95.1,18.4,0.0075,,
