Table of Measured Values,,,,,,
Task,T407,,,,,
0.4295,55,-5,19.7,0.0075,,
0.438,56,-3.8,19.7,0.0075,,
0.4465,57,-2.5,19.7,0.0085,,
0.454,58,-1.3,19.7,0.0075,,
0.4625,59,-0.2,19.7,0.0085,,
0.471,60,0,19.7,0.0075,,
0.479,61,0.9,19.7,0.0075,,
0.4875,62,1.8,19.7,0.0075,,
0.495,63,3.1,19.7,0.0075,,
0.5035,64,3.8,19.7,0.0085,,
0.512,65,4.8,19.7,0.0075,,
0.5205,66,5.6,19.7,0.0075,,
0.529,67,6.5,19.7,0.0075,,
0.5375,68,7.2,19.7,0.0085,,
0.545,69,8.2,19.7,0.0075,,
0.5535,70,9.2,19.7,0.0085,,
0.562,71,10.3,19.7,0.0075,,
0.5705,72,11.4,19.7,0.0075,,
0.579,73,12.3,19.7,0.0075,,
0.5865,74,13.2,19.7,0.0075,,
0.595,75,14.2,19.7,0.0085,,
0.6035,76,15.2,19.7,0.0075,,
0.6115,77,16,19.7,0.0075,,
0.62,78,16.9,19.7,0.0075,,
0.6285,79,17.8,19.7,0.0085,,
0.636,80,18.8,19.7,0.0075,,
0.6445,81,19.9,19.7,0.0085,,
0.653,82,20.7,19.7,0.0075,,
0.6615,83,21.6,19.7,0.0075,,
0.67,84,22.5,19.7,0.0075,,
0.6775,85,23.3,19.7,0.0075,,
0.686,86,24.2,19.7,0.0085,,
0.6945,87,25.1,19.7,0.0075,,
0.703,88,26,19.7,0.0075,,
0.7115,89,26.9,19.7,0.0075,,
0.7195,90,27.9,19.7,0.0075,,
0.7275,91,28.7,19.7,0.008,,
0.7355,92,29.9,19.7,0.008,,
0.744,93,30.8,19.7,0.0075,,
0.7525,94,31.6,19.7,0.0075,,
0.761,95,32.6,19.7,0.0075,,
0.7685,96,33.5,19.7,0.0075,,
0.777,97,34.5,19.7,0.0085,,
0.7855,98,35.5,19.7,0.0085,,
0.794,99,36.4,19.7,0.0075,,
0.8025,100,37.4,19.7,0.0075,,
0.811,101,38.6,19.7,0.0075,,
0.8185,102,39.4,19.7,0.0075,,
0.827,103,40.3,19.7,0.0085,,
0.8355,104,41.2,19.7,0.0075,,
0.8435,105,42.2,19.7,0.0075,,
0.852,106,43,19.7,0.0075,,
0.8605,107,44,19.7,0.0085,,
0.868,108,44.9,19.7,0.0075,,
0.8765,109,46,19.7,0.0085,,
0.885,110,47.2,19.7,0.0075,,
0.8935,111,48.1,19.7,0.0075,,
0.902,112,49,19.7,0.0075,,
0.9095,113,49.9,19.7,0.0075,,
0.918,114,50.9,19.7,0.0085,,
0.9265,115,51.8,19.7,0.0075,,
0.935,116,52.8,19.7,0.0075,,
0.9435,117,53.8,19.7,0.0075,,
0.9515,118,54.9,19.7,0.0075,,
0.9595,119,55.7,19.7,0.008,,
0.9675,120,56.7,19.7,0.008,,
0.976,121,57.6,19.7,0.0075,,
0.9845,122,58.6,19.7,0.0075,,
0.993,123,59.7,19.7,0.0075,,
1.0015,124,60.7,19.7,0.0085,,
1.009,125,61.7,19.7,0.0075,,
1.0175,126,62.8,19.7,0.0075,,
1.026,127,63.8,19.7,0.0075,,
1.0345,128,64.8,19.7,0.0075,,
1.043,129,65.8,19.7,0.0075,,
1.0505,130,66.8,19.7,0.0075,,
1.059,131,67.9,19.7,0.0085,,
1.0675,132,68.9,19.7,0.0075,,
1.0755,133,70.1,19.7,0.0075,,
1.084,134,71.3,19.7,0.0075,,
1.0925,135,72.2,19.7,0.0085,,
1.1,136,73.3,19.7,0.0075,,
1.1085,137,74.4,19.7,0.0085,,
1.117,138,75.6,19.7,0.0075,,
1.1255,139,76.8,19.7,0.0075,,
1.134,140,78.1,19.7,0.0075,,
1.1415,141,79.5,19.7,0.0075,,
1.15,142,80.5,19.7,0.0085,,
1.1585,143,81.8,19.8,0.0075,,
1.167,144,83.1,19.7,0.0075,,
1.175,145,84.6,19.8,0.0075,,
1.1835,146,86.1,19.8,0.0075,,
1.1915,147,87.5,19.8,0.008,,
1.1995,148,89.2,19.8,0.008,,
1.208,149,90.9,19.8,0.0075,,
1.2165,150,92.5,19.8,0.0075,,
1.225,151,94.2,19.8,0.0075,,
1.2335,152,96.1,19.8,0.0085,,
1.241,153,97.9,19.8,0.0075,,
1.2495,154,100,19.8,0.0085,,
1.258,155,102.3,19.8,0.0075,,
1.2665,156,104.8,19.8,0.0075,,
1.275,157,107.5,19.8,0.0075,,
1.2825,158,109.6,19.8,0.0075,,
1.291,159,112.2,19.8,0.0085,,
1.2995,160,115.2,19.8,0.0075,,
1.3075,161,118.4,19.8,0.0075,,
1.316,162,121.8,19.8,0.0075,,
1.3245,163,124.9,19.8,0.0085,,
1.332,164,129,19.8,0.0075,,
1.3405,165,133.2,19.8,0.0085,,
1.349,166,137.1,19.8,0.0075,,
1.3575,167,141.1,19.8,0.0075,,
1.366,168,145.8,19.8,0.0075,,
1.3745,169,149.7,19.8,0.0085,,
1.382,170,153.9,19.8,0.0075,,
1.3905,171,157.8,19.8,0.0075,,
1.399,172,160.7,19.8,0.0075,,
1.4075,173,163.7,19.8,0.0075,,
1.4155,174,166.7,19.8,0.0075,,
1.4235,175,169.1,19.8,0.008,,
1.4315,176,171.5,19.8,0.008,,
1.44,177,173.8,19.8,0.0075,,
1.4485,178,175.9,19.8,0.0075,,
1.457,179,177.9,19.8,0.0075,,
1.4655,180,179.6,19.8,0.0085,,
1.473,181,181,19.8,0.0075,,
1.4815,182,182.6,19.8,0.0085,,
1.49,183,184.1,19.8,0.0075,,
1.498,184,185,19.8,0.0075,,
1.498,424,188.1,19.8,0,,
1.4985,425,188.3,19.9,0.0005,,
1.5,426,188.1,19.8,0.001,,
1.5025,427,188.1,19.8,0.002,,
1.507,428,188.2,19.9,0.0035,,
1.513,429,188.7,19.9,0.0045,,
1.5205,430,189.4,19.8,0.006,,
1.529,431,190.3,19.8,0.007,,
1.5375,432,191.3,19.8,0.007,,
1.546,433,192.3,19.8,0.0065,,
1.5545,434,193.2,19.9,0.0065,,
1.563,435,194.1,19.8,0.0065,,
1.5705,436,195.1,19.9,0.006,,
1.579,437,196.2,19.8,0.007,,
1.5875,438,197.1,19.9,0.007,,
1.5955,439,197.7,19.9,0.006,,
1.604,440,198.9,19.8,0.0065,,
1.6125,441,199.5,19.9,0.0065,,
1.62,442,200.2,19.9,0.006,,
1.6285,443,201,19.9,0.007,,
1.637,444,201.8,19.9,0.0065,,
1.6455,445,202.7,19.9,0.0065,,
1.654,446,203.2,19.9,0.0065,,
1.6625,447,203.8,19.9,0.007,,
1.67,448,204.4,19.9,0.006,,
1.6785,449,205.1,19.9,0.007,,
1.687,450,205.8,19.9,0.0065,,
1.6955,451,206.3,19.9,0.0065,,
1.7035,452,207,19.9,0.006,,
1.7115,453,207.3,19.9,0.0065,,
1.72,454,208,19.9,0.007,,
1.728,455,208.6,19.9,0.006,,
1.7365,456,209.2,19.9,0.0065,,
1.745,457,209.8,19.9,0.0065,,
1.7535,458,210.2,19.9,0.007,,
1.761,459,210.8,19.9,0.006,,
1.7695,460,211.1,19.9,0.007,,
1.778,461,211.6,19.9,0.0065,,
1.7865,462,212,19.9,0.0065,,
1.795,463,212.6,19.9,0.0065,,
1.8025,464,213.2,19.9,0.0065,,
1.811,465,213.4,19.9,0.007,,
1.8195,466,214,19.9,0.0065,,
1.828,467,214.4,19.9,0.0065,,
1.836,468,214.8,19.9,0.006,,
1.8445,469,215.4,19.9,0.007,,
1.852,470,215.7,19.9,0.006,,
1.8605,471,216,19.9,0.007,,
1.869,472,216.4,19.9,0.0065,,
1.8775,473,216.7,19.9,0.0065,,
1.886,474,217.2,19.9,0.0065,,
1.8935,475,217.5,19.9,0.006,,
1.902,476,218.2,19.9,0.007,,
1.9105,477,218.3,19.9,0.0065,,
1.919,478,218.7,19.9,0.0065,,
1.9275,479,219.2,19.9,0.0065,,
1.936,480,219.4,19.9,0.007,,
1.9435,481,219.9,19.9,0.006,,
1.952,482,220.1,19.9,0.007,,
1.9605,483,220.6,19.9,0.0065,,
1.9685,484,220.7,19.9,0.006,,
1.977,485,221.1,19.9,0.0065,,
1.9845,486,221.5,19.9,0.006,,
1.993,487,221.8,19.9,0.007,,
2.0015,488,222.3,19.9,0.0065,,
2.01,489,222.5,19.9,0.0065,,
2.0185,490,222.8,19.9,0.0065,,
2.027,491,223,19.9,0.007,,
2.0345,492,223.3,19.9,0.006,,
2.043,493,223.6,19.9,0.007,,
2.0515,494,223.9,19.9,0.0065,,
2.06,495,224.4,19.9,0.0065,,
2.068,496,224.5,19.9,0.006,,
2.076,497,224.8,19.9,0.0065,,
2.0845,498,225.1,19.9,0.007,,
2.0925,499,225.3,19.9,0.0065,,
2.101,500,225.7,19.9,0.0065,,
2.1095,501,226,19.9,0.0065,,
2.118,502,226.4,19.9,0.0065,,
2.1255,503,226.5,19.9,0.006,,
2.134,504,226.8,19.9,0.007,,
2.1425,505,227,19.9,0.0065,,
2.151,506,227.2,19.9,0.0065,,
2.1595,507,227.5,19.9,0.0065,,
2.168,508,227.8,19.9,0.007,,
2.1755,509,228,19.9,0.006,,
2.184,510,228.2,19.9,0.007,,
2.192,511,228.8,19.9,0.006,,
2.2005,512,228.8,19.9,0.0065,,
2.209,513,229.2,19.9,0.0065,,
2.2165,514,229.2,19.9,0.006,,
2.225,515,229.5,19.9,0.007,,
2.2335,516,229.7,19.9,0.0065,,
2.242,517,230,19.9,0.0065,,
2.2505,518,230.2,19.9,0.0065,,
2.259,519,230.5,19.9,0.0065,,
2.2665,520,230.7,19.9,0.006,,
2.275,521,230.9,19.9,0.007,,
2.2835,522,231.3,19.9,0.0065,,
2.292,523,231.4,19.9,0.0065,,
2.3,524,231.7,19.9,0.006,,
2.308,525,231.7,19.9,0.0065,,
2.316,526,231.9,19.9,0.0065,,
2.3245,527,232.2,19.9,0.007,,
2.333,528,232.4,19.9,0.0065,,
2.3415,529,232.7,19.9,0.0065,,
2.35,530,232.8,19.9,0.0065,,
2.3575,531,233.2,19.9,0.006,,
2.366,532,233.2,19.9,0.007,,
2.3745,533,233.6,19.9,0.0065,,
2.382,534,233.6,19.9,0.006,,
2.3905,535,234,19.9,0.0065,,
2.3975,536,234,19.9,0.006,,
2.404,537,234.3,19.9,0.0055,,
2.4075,538,234.3,19.9,0.003,,
2.408,539,234.5,19.9,0.0005,,
2.409,540,234.5,19.9,0.001,,
2.4095,541,234.5,19.9,0.0005,,
2.4105,542,234.5,19.9,0.001,,
2.4105,543,234.5,19.9,0,,
2.411,544,234.6,19.9,0.0005,,
2.4125,545,234.6,19.9,0.001,,
2.4125,546,234.7,19.9,0,,
2.4145,547,234.7,19.9,0.0015,,
2.4155,548,234.7,19.9,0.001,,
2.4165,549,234.7,19.9,0.001,,
2.4175,550,234.9,19.9,0.001,,
2.418,551,234.7,19.9,0.0005,,
2.419,552,234.9,19.9,0.001,,
2.42,553,234.8,19.9,0.001,,
2.4215,554,235,19.9,0.001,,
2.422,554,235.1,19.9,0.001,,
Scope 1/1, Sample 2/23 (CRM),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-59,19.8,NaN,,
0.001,1,-59,19.8,0.001,,
0.0025,2,-59,19.8,0.0015,,
0.005,3,-59,19.8,0.0025,,
0.009,4,-59,19.8,0.0035,,
0.0155,5,-58.9,19.8,0.006,,
0.0235,6,-58.6,19.8,0.0075,,
0.0315,7,-58.4,19.8,0.008,,
0.0395,8,-57.9,19.8,0.008,,
0.048,9,-57.2,19.8,0.0075,,
0.0565,10,-56.4,19.8,0.0075,,
0.065,11,-55.5,19.8,0.0075,,
0.0735,12,-54.4,19.8,0.0085,,
0.081,13,-53.3,19.8,0.0075,,
0.0895,14,-51.9,19.8,0.0075,,
0.098,15,-50.5,19.8,0.0075,,
0.1065,16,-49,19.8,0.0075,,
0.115,17,-47.4,19.8,0.0075,,
0.1225,18,-45.8,19.8,0.0075,,
0.131,19,-43.8,19.8,0.0085,,
0.139,20,-41.8,19.8,0.0075,,
0.1475,21,-39.9,19.8,0.0075,,
0.156,22,-37.8,19.8,0.0075,,
0.1645,23,-35.9,19.8,0.0085,,
0.172,24,-33.8,19.8,0.0075,,
0.1805,25,-31.8,19.8,0.0085,,
0.189,26,-30,19.8,0.0075,,
0.1975,27,-28.3,19.8,0.0075,,
0.206,28,-26.7,19.8,0.0075,,
0.2135,29,-25.2,19.8,0.0075,,
0.222,30,-23.5,19.8,0.0085,,
0.2305,31,-22,19.8,0.0075,,
0.239,32,-20.4,19.8,0.0075,,
0.2475,33,-18.9,19.8,0.0075,,
0.2555,34,-17.6,19.8,0.0075,,
0.2635,35,-16.5,19.8,0.008,,
0.2715,36,-15.2,19.8,0.008,,
0.28,37,-13.9,19.8,0.0075,,
0.2885,38,-12.8,19.8,0.0075,,
0.297,39,-11.6,19.8,0.0075,,
0.3055,40,-10.5,19.8,0.0085,,
0.313,41,-9.3,19.8,0.0075,,
0.3215,42,-8.2,19.8,0.0075,,
0.33,43,-7.3,19.8,0.0075,,
0.3385,44,-6.2,19.8,0.0075,,
0.347,45,-5.2,19.8,0.0075,,
0.3545,46,-4.1,19.8,0.0075,,
0.363,47,-3,19.8,0.0085,,
0.3715,48,-1.9,19.8,0.0075,,
0.3795,49,-0.7,19.8,0.0075,,
0.388,50,0.2,19.8,0.0075,,
0.3965,51,0.4,19.8,0.0075,,
0.404,52,1.3,19.8,0.0075,,
0.4125,53,2.5,19.8,0.0085,,
0.421,54,3.4,19.8,0.0075,,
0.4295,55,4.4,19.8,0.0075,,
0.438,56,5.2,19.8,0.0075,,
0.4455,57,5.9,19.8,0.0075,,
0.454,58,6.7,19.8,0.0085,,
0.4625,59,7.5,19.8,0.0075,,
0.471,60,8.5,19.8,0.0075,,
0.4795,61,9.6,19.8,0.0075,,
0.4875,62,10.5,19.8,0.0075,,
0.4955,63,11.5,19.8,0.008,,
0.5035,64,12.5,19.8,0.008,,
0.512,65,13.5,19.8,0.0075,,
0.5205,66,14.4,19.8,0.0075,,
0.529,67,15.3,19.8,0.0075,,
0.5365,68,16.1,19.8,0.0075,,
0.545,69,17,19.8,0.0085,,
0.5535,70,18,19.8,0.0075,,
0.562,71,18.9,19.8,0.0075,,
0.5705,72,19.8,19.8,0.0075,,
0.579,73,20.7,19.8,0.0075,,
0.5865,74,21.5,19.8,0.0075,,
0.595,75,22.5,19.8,0.0085,,
0.6035,76,23.4,19.8,0.0075,,
0.6115,77,24.3,19.8,0.0075,,
0.62,78,25.2,19.8,0.0075,,
0.628,79,26.1,19.8,0.008,,
0.636,80,27,19.8,0.008,,
0.6445,81,27.9,19.8,0.0075,,
0.653,82,28.8,19.8,0.0075,,
0.6615,83,29.8,19.8,0.0075,,
0.67,84,30.7,19.8,0.0075,,
0.6775,85,31.6,19.8,0.0075,,
0.686,86,32.5,19.8,0.0085,,
0.6945,87,33.5,19.8,0.0075,,
0.703,88,34.4,19.8,0.0075,,
0.7115,89,35.3,19.8,0.0075,,
0.7195,90,36.2,19.8,0.008,,
0.7275,91,37.1,19.8,0.008,,
0.7355,92,38,19.8,0.008,,
0.744,93,38.9,19.8,0.0075,,
0.7525,94,39.9,19.8,0.0075,,
0.761,95,40.9,19.8,0.0075,,
0.7685,96,41.7,19.8,0.0075,,
0.777,97,42.7,19.8,0.0085,,
0.7855,98,43.6,19.8,0.0075,,
0.794,99,44.6,19.8,0.0075,,
0.8025,100,45.5,19.8,0.0075,,
0.811,101,46.3,19.8,0.0085,,
0.8185,102,47.2,19.8,0.0075,,
0.827,103,48.1,19.8,0.0085,,
0.8355,104,49.1,19.8,0.0075,,
0.844,105,50.1,19.8,0.0075,,
0.852,106,51.2,19.8,0.0075,,
0.86,107,52,19.8,0.008,,
0.868,108,53,19.8,0.008,,
0.8765,109,54,19.8,0.0075,,
0.885,110,54.9,19.8,0.0075,,
0.8935,111,55.9,19.8,0.0075,,
0.902,112,56.7,19.8,0.0085,,
0.9095,113,57.7,19.8,0.0075,,
0.918,114,58.7,19.8,0.0085,,
0.9265,115,59.6,19.8,0.0075,,
0.935,116,60.5,19.8,0.0075,,
0.9435,117,61.5,19.8,0.0075,,
0.951,118,62.4,19.8,0.0075,,
0.9595,119,63.4,19.8,0.0085,,
0.968,120,64.4,19.8,0.0075,,
0.9765,121,65.5,19.8,0.0075,,
0.9845,122,66.5,19.8,0.0075,,
0.993,123,67.4,19.8,0.0085,,
1.001,124,68.5,19.8,0.008,,
1.009,125,69.5,19.8,0.008,,
1.0175,126,70.5,19.8,0.0075,,
1.026,127,71.6,19.8,0.0075,,
1.0345,128,72.6,19.8,0.0075,,
1.042,129,73.6,19.8,0.0075,,
1.0505,130,74.6,19.8,0.0085,,
1.059,131,75.9,19.8,0.0075,,
1.0675,132,77,19.8,0.0075,,
1.076,133,78.3,19.8,0.0075,,
1.0845,134,79.4,19.8,0.0085,,
1.092,135,80.8,19.8,0.0075,,
1.1005,136,82,19.8,0.0075,,
1.109,137,83.4,19.8,0.0075,,
1.117,138,84.7,19.8,0.0075,,
1.1255,139,86.1,19.8,0.0075,,
1.133,140,87.5,19.8,0.0075,,
1.1415,141,88.9,19.8,0.0085,,
1.15,142,90.4,19.8,0.0075,,
1.1585,143,92.1,19.8,0.0075,,
1.167,144,94.1,19.8,0.0075,,
1.1755,145,95.7,19.8,0.0085,,
1.183,146,97.7,19.8,0.0075,,
1.1915,147,99.6,19.8,0.0085,,
1.2,148,101.6,19.8,0.0075,,
1.2085,149,103.8,19.8,0.0075,,
1.217,150,106,19.8,0.0075,,
1.2245,151,108.1,19.8,0.0075,,
1.233,152,110.7,19.8,0.0085,,
1.2415,153,113.7,19.8,0.0075,,
1.2495,154,116.9,19.8,0.0075,,
1.258,155,120,19.8,0.0075,,
1.2665,156,123.1,19.8,0.0085,,
1.274,157,127.1,19.8,0.0075,,
1.2825,158,131.2,19.8,0.0085,,
1.291,159,135,19.8,0.0075,,
1.2995,160,138.6,19.8,0.0075,,
1.308,161,142.6,19.8,0.0075,,
1.3155,162,146.3,19.8,0.0075,,
1.324,163,150.3,19.8,0.0085,,
1.3325,164,154.2,19.8,0.0075,,
1.341,165,158.2,19.8,0.0075,,
1.3495,166,161.4,19.8,0.0075,,
1.3575,167,164.3,19.8,0.0075,,
1.3655,168,166.5,19.8,0.008,,
1.3735,169,169.2,19.8,0.008,,
1.382,170,171.6,19.8,0.0075,,
1.3905,171,174,19.8,0.0075,,
1.399,172,175.9,19.8,0.0075,,
1.4075,173,178.1,19.8,0.0075,,
1.415,174,179.4,19.8,0.0075,,
1.4235,175,181.2,19.8,0.0085,,
1.432,176,182.7,19.8,0.0075,,
1.4405,177,184.2,19.8,0.0075,,
1.4475,178,185.1,19.8,0.007,,
1.4475,418,188.2,19.9,0,,
1.448,419,188.1,19.9,0.0005,,
1.4495,420,188.1,19.9,0.0015,,
1.452,421,188.1,19.9,0.002,,
1.4565,422,188.3,19.9,0.0035,,
1.4625,423,188.7,19.9,0.005,,
1.471,424,189.3,19.9,0.0075,,
1.4785,425,190.3,19.9,0.007,,
1.487,426,191.5,19.9,0.0075,,
1.4955,427,192.4,19.9,0.007,,
1.504,428,193.6,19.9,0.007,,
1.5125,429,194.4,19.9,0.007,,
1.52,430,195.3,19.9,0.007,,
1.5285,431,196.2,19.9,0.0075,,
1.537,432,197.2,19.9,0.0075,,
1.545,433,197.9,19.9,0.0065,,
1.5535,434,198.8,19.9,0.007,,
1.562,435,199.6,19.9,0.007,,
1.5695,436,200.2,19.9,0.007,,
1.578,437,201.1,19.9,0.0075,,
1.5865,438,201.7,19.9,0.007,,
1.595,439,202.6,19.9,0.007,,
1.6035,440,203.1,19.9,0.007,,
1.612,441,203.8,19.9,0.0075,,
1.6195,442,204.3,19.9,0.007,,
1.628,443,205.1,19.9,0.0075,,
1.6365,444,205.6,19.9,0.007,,
1.645,445,206.4,19.9,0.007,,
1.653,446,207,19.9,0.0065,,
1.661,447,207.5,19.9,0.0075,,
1.669,448,208,19.9,0.0075,,
1.6775,449,208.7,19.9,0.0075,,
1.686,450,209.2,19.9,0.007,,
1.6945,451,209.7,19.9,0.007,,
1.703,452,210.2,19.9,0.007,,
1.7105,453,210.7,19.9,0.007,,
1.719,454,211.2,19.9,0.0075,,
1.7275,455,211.6,19.9,0.007,,
1.736,456,212.2,19.9,0.007,,
1.7445,457,212.8,19.9,0.007,,
1.7525,458,213.1,19.9,0.0075,,
1.7605,459,213.5,19.9,0.0075,,
1.769,460,213.9,19.9,0.0075,,
1.777,461,214.4,19.9,0.0065,,
1.7855,462,214.8,19.9,0.007,,
1.794,463,215.3,19.9,0.007,,
1.8015,464,215.7,19.9,0.007,,
1.81,465,216.1,19.9,0.0075,,
1.8185,466,216.5,19.9,0.0075,,
1.827,467,216.9,19.9,0.007,,
1.8355,468,217.4,19.9,0.007,,
1.844,469,217.7,19.9,0.0075,,
1.8515,470,218.1,19.9,0.007,,
1.86,471,218.4,19.9,0.0075,,
1.8685,472,218.7,19.9,0.007,,
1.877,473,219.1,19.9,0.007,,
1.885,474,219.4,19.9,0.0065,,
1.8935,475,219.8,19.9,0.0075,,
1.901,476,220.1,19.9,0.007,,
1.9095,477,220.5,19.9,0.0075,,
1.918,478,220.8,19.9,0.007,,
1.9265,479,221.2,19.9,0.007,,
1.935,480,221.6,19.9,0.007,,
1.9425,481,221.8,19.9,0.007,,
1.951,482,222.1,19.9,0.0075,,
1.9595,483,222.5,19.9,0.0075,,
1.968,484,222.8,19.9,0.007,,
1.9765,485,223.1,19.9,0.007,,
1.9845,486,223.4,19.9,0.0075,,
1.9925,487,223.6,19.9,0.0075,,
2.0005,488,224,19.9,0.0075,,
2.009,489,224.3,19.9,0.007,,
2.0175,490,224.6,19.9,0.007,,
2.026,491,225,19.9,0.007,,
2.0335,492,225.2,19.9,0.007,,
2.042,493,225.4,19.9,0.0075,,
2.0505,494,225.7,19.9,0.007,,
2.059,495,226,19.9,0.007,,
2.0675,496,226.3,19.9,0.007,,
2.076,497,226.6,19.9,0.0075,,
2.0835,498,226.9,19.9,0.007,,
2.092,499,227.1,19.9,0.0075,,
2.1005,500,227.3,19.9,0.007,,
2.109,501,227.6,19.9,0.007,,
2.117,502,227.8,19.9,0.0065,,
2.125,503,228.1,19.9,0.0075,,
2.133,504,228.3,19.9,0.0075,,
2.1415,505,228.6,19.9,0.0075,,
2.15,506,228.8,19.9,0.007,,
2.1585,507,229.1,19.9,0.007,,
2.167,508,229.4,19.9,0.007,,
2.1745,509,229.5,19.9,0.007,,
2.183,510,229.8,19.9,0.0075,,
2.1915,511,230,19.9,0.007,,
2.2,512,230.3,19.9,0.007,,
2.2085,513,230.5,19.9,0.007,,
2.2165,514,230.8,19.9,0.0075,,
2.2245,515,230.9,19.9,0.0075,,
2.233,516,231.2,19.9,0.0075,,
2.241,517,231.4,19.9,0.0065,,
2.2495,518,231.5,19.9,0.007,,
2.258,519,231.8,19.9,0.007,,
2.2655,520,232,19.9,0.007,,
2.274,521,232.3,19.9,0.0075,,
2.2825,522,232.5,19.9,0.0075,,
2.291,523,232.7,19.9,0.007,,
2.2995,524,232.9,19.9,0.007,,
2.308,525,233.1,19.9,0.007,,
2.3155,526,233.3,19.9,0.007,,
2.324,527,233.5,19.9,0.0075,,
2.3325,528,233.8,19.9,0.0075,,
2.3405,529,233.9,19.9,0.0065,,
2.349,530,234.2,19.9,0.007,,
2.356,531,234.2,19.9,0.006,,
2.362,532,234.4,19.9,0.0055,,
2.3645,533,234.6,19.9,0.0025,,
2.365,534,234.7,19.9,0.0005,,
2.3655,535,234.8,19.9,0.0005,,
2.3665,536,234.8,19.9,0.001,,
2.3685,537,234.8,19.9,0.002,,
2.371,538,234.8,19.9,0.0025,,
2.375,539,235,19.9,0.0035,,
2.3835,540,235,19.9,0.0055,,
Scope 1/1, Sample 3/23 (OF4-10-Dark),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-55.6,20,NaN,,
0.0005,1,-55.7,20,0.0005,,
0.0025,2,-55.8,20,0.002,,
0.005,3,-55.8,20,0.0025,,
0.009,4,-55.7,20,0.0035,,
0.015,5,-55.7,20,0.0055,,
0.0235,6,-55.5,20,0.0075,,
0.031,7,-55.2,20,0.0075,,
0.0395,8,-54.8,20,0.0085,,
0.048,9,-54.2,20,0.0075,,
0.0565,10,-53.6,20,0.0075,,
0.065,11,-52.8,20,0.0075,,
0.0735,12,-51.9,20,0.0085,,
0.081,13,-50.8,20,0.0075,,
0.0895,14,-49.6,20,0.0085,,
0.098,15,-48.3,20,0.0075,,
0.1065,16,-46.9,20,0.0075,,
0.115,17,-45.3,20,0.0075,,
0.1225,18,-43.9,20,0.0075,,
0.131,19,-42.2,20,0.0085,,
0.139,20,-40.6,20,0.0075,,
0.1475,21,-38.8,20,0.0075,,
0.156,22,-37,20,0.0075,,
0.1645,23,-35.4,20,0.0085,,
0.172,24,-33.6,20,0.0075,,
0.1805,25,-31.7,20,0.0085,,
0.189,26,-29.8,20,0.0075,,
0.1975,27,-27.9,20,0.0075,,
0.206,28,-26.1,20,0.0075,,
