Results Editor,,,,,,
Result Details,,,,,,
V [m L],t [s],E [m V],d V/dt [m L/s],T [°C],Point label,
1.0500,130,82.4,0.0070,21.5,,
1.0575,131,83.4,0.0070,21.5,,
1.0660,132,84.2,0.0075,21.5,,
1.0745,133,85.2,0.0075,21.5,,
1.0830,134,86.2,0.0075,21.5,,
1.0910,135,87.3,0.0075,21.5,,
1.0995,136,88.4,0.0075,21.5,,
1.1070,137,89.3,0.0070,21.5,,
1.1155,138,90.4,0.0075,21.5,,
1.1240,139,91.4,0.0075,21.5,,
1.1325,140,92.5,0.0075,21.5,,
1.1410,141,93.7,0.0075,21.5,,
1.1495,142,94.9,0.0075,21.5,,
1.1570,143,95.9,0.0070,21.5,,
1.1655,144,97.1,0.0075,21.5,,
1.1735,145,98.4,0.0075,21.5,,
1.1820,146,99.8,0.0075,21.5,,
1.1905,147,101.3,0.0075,21.5,,
1.1990,148,102.7,0.0070,21.5,,
1.2065,149,104.0,0.0070,21.5,,
1.2150,150,105.5,0.0075,21.5,,
1.2235,151,107.2,0.0075,21.5,,
1.2315,152,109.0,0.0075,21.5,,
1.2400,153,110.5,0.0075,21.5,,
1.2485,154,112.4,0.0075,21.5,,
1.2560,155,114.1,0.0070,21.5,,
1.2645,156,116.1,0.0075,21.5,,
1.2730,157,118.2,0.0075,21.5,,
1.2815,158,120.4,0.0075,21.5,,
1.2900,159,122.5,0.0075,21.5,,
1.2980,160,125.1,0.0075,21.5,,
1.3060,161,127.3,0.0075,21.5,,
1.3140,162,130.1,0.0075,21.5,,
1.3225,163,132.8,0.0075,21.5,,
1.3310,164,135.7,0.0075,21.5,,
1.3395,165,138.8,0.0075,21.5,,
1.3480,166,141.8,0.0075,21.5,,
1.3555,167,144.7,0.0070,21.5,,
1.3640,168,148.0,0.0075,21.5,,
1.3725,169,151.3,0.0075,21.5,,
1.3805,170,154.3,0.0075,21.5,,
1.3890,171,157.5,0.0075,21.5,,
1.3975,172,160.7,0.0075,21.5,,
1.4050,173,163.4,0.0070,21.5,,
1.4135,174,166.2,0.0075,21.5,,
1.4220,175,168.5,0.0075,21.5,,
1.4305,176,171.1,0.0075,21.5,,
1.4390,177,173.3,0.0075,21.5,,
1.4470,178,175.5,0.0075,21.5,,
1.4550,179,177.1,0.0075,21.5,,
1.4630,180,179.2,0.0075,21.5,,
1.4715,181,180.8,0.0075,21.5,,
1.4800,182,182.5,0.0075,21.5,,
1.4885,183,184.0,0.0075,21.5,,
1.4955,184,185.0,0.0065,21.5,,
1.4955,424,186.7,0.0000,21.5,,
1.4960,425,186.7,0.0005,21.5,,
1.4975,426,186.7,0.0015,21.5,,
1.5000,427,187.0,0.0020,21.5,,
1.5040,428,187.6,0.0035,21.5,,
1.5105,429,188.3,0.0055,21.5,,
1.5190,430,189.5,0.0070,21.5,,
1.5265,431,190.7,0.0070,21.5,,
1.5350,432,191.8,0.0075,21.5,,
1.5430,433,192.8,0.0065,21.5,,
1.5515,434,193.9,0.0070,21.5,,
1.5600,435,195.0,0.0070,21.5,,
1.5685,436,195.9,0.0075,21.5,,
1.5760,437,196.8,0.0070,21.6,,
1.5845,438,197.7,0.0075,21.5,,
1.5930,439,198.7,0.0070,21.5,,
1.6010,440,199.5,0.0065,21.5,,
1.6095,441,200.4,0.0070,21.6,,
1.6180,442,201.1,0.0075,21.6,,
1.6255,443,202.0,0.0070,21.5,,
1.6340,444,202.7,0.0075,21.6,,
1.6425,445,203.4,0.0070,21.6,,
1.6510,446,204.2,0.0070,21.6,,
1.6595,447,204.9,0.0070,21.6,,
1.6675,448,205.5,0.0075,21.5,,
1.6755,449,206.2,0.0075,21.6,,
1.6835,450,206.8,0.0075,21.6,,
1.6920,451,207.5,0.0070,21.6,,
1.7005,452,208.2,0.0070,21.6,,
1.7090,453,208.8,0.0070,21.6,,
1.7175,454,209.4,0.0075,21.6,,
1.7250,455,210.0,0.0070,21.6,,
1.7335,456,210.5,0.0075,21.6,,
1.7420,457,211.1,0.0070,21.6,,
1.7500,458,211.5,0.0065,21.6,,
1.7585,459,212.0,0.0070,21.6,,
1.7670,460,212.6,0.0075,21.6,,
1.7745,461,213.2,0.0070,21.6,,
1.7830,462,213.7,0.0075,21.6,,
1.7915,463,214.1,0.0070,21.6,,
1.8000,464,214.6,0.0070,21.6,,
1.8080,465,215.0,0.0065,21.6,,
1.8165,466,215.6,0.0070,21.6,,
1.8240,467,216.0,0.0070,21.6,,
1.8325,468,216.5,0.0075,21.6,,
1.8410,469,216.9,0.0075,21.6,,
1.8495,470,217.4,0.0070,21.6,,
1.8580,471,217.8,0.0070,21.6,,
1.8665,472,218.2,0.0070,21.6,,
1.8740,473,218.6,0.0070,21.6,,
1.8820,474,219.0,0.0075,21.6,,
1.8905,475,219.4,0.0075,21.6,,
1.8990,476,219.8,0.0070,21.6,,
1.9075,477,220.2,0.0070,21.6,,
1.9160,478,220.5,0.0070,21.6,,
1.9235,479,220.8,0.0070,21.6,,
1.9320,480,221.3,0.0075,21.6,,
1.9405,481,221.6,0.0075,21.6,,
1.9485,482,222.0,0.0065,21.6,,
1.9570,483,222.4,0.0070,21.6,,
1.9655,484,222.6,0.0075,21.6,,
1.9730,485,223.0,0.0070,21.6,,
1.9815,486,223.4,0.0075,21.6,,
1.9900,487,223.7,0.0070,21.6,,
1.9985,488,224.0,0.0070,21.6,,
2.0070,489,224.3,0.0070,21.6,,
2.0150,490,224.7,0.0075,21.6,,
2.0230,491,225.0,0.0075,21.6,,
2.0310,492,225.2,0.0075,21.6,,
2.0395,493,225.5,0.0070,21.6,,
2.0480,494,225.8,0.0070,21.6,,
2.0565,495,226.2,0.0070,21.6,,
2.0650,496,226.5,0.0075,21.6,,
2.0725,497,226.8,0.0070,21.6,,
2.0810,498,227.1,0.0075,21.6,,
2.0895,499,227.3,0.0070,21.6,,
2.0975,500,227.7,0.0065,21.6,,
2.1060,501,227.9,0.0070,21.6,,
2.1145,502,228.2,0.0075,21.6,,
2.1220,503,228.6,0.0070,21.6,,
2.1305,504,228.7,0.0075,21.6,,
2.1390,505,229.0,0.0075,21.6,,
2.1475,506,229.4,0.0070,21.6,,
2.1555,507,229.6,0.0065,21.6,,
2.1640,508,229.9,0.0070,21.6,,
2.1715,509,230.1,0.0070,21.6,,
2.1800,510,230.3,0.0075,21.6,,
2.1885,511,230.7,0.0075,21.6,,
2.1970,512,230.8,0.0070,21.6,,
2.2055,513,231.1,0.0070,21.6,,
2.2140,514,231.3,0.0070,21.6,,
2.2215,515,231.5,0.0070,21.6,,
2.2295,516,231.7,0.0075,21.6,,
2.2380,517,232.0,0.0075,21.6,,
2.2465,518,232.3,0.0070,21.6,,
2.2550,519,232.5,0.0070,21.6,,
2.2635,520,232.7,0.0070,21.6,,
2.2710,521,232.9,0.0070,21.6,,
2.2795,522,233.1,0.0075,21.6,,
2.2880,523,233.4,0.0075,21.6,,
2.2960,524,233.6,0.0065,21.6,,
2.3045,525,233.8,0.0070,21.6,,
2.3130,526,234.0,0.0070,21.6,,
2.3195,527,234.2,0.0060,21.6,,
2.3240,528,234.3,0.0040,21.6,,
2.3265,529,234.4,0.0025,21.6,,
2.3300,530,234.5,0.0030,21.6,,
2.3305,531,234.6,0.0005,21.6,,
2.3315,532,234.6,0.0010,21.6,,
2.3330,533,234.6,0.0015,21.6,,
2.3355,534,234.7,0.0025,21.6,,
2.3390,535,234.7,0.0030,21.6,,
2.3435,536,234.9,0.0035,21.6,,
2.3460,537,235.0,0.0035,21.6,,
2.3460,,235.0,,,EP,
11/24/2025 4:10:57 PMSystemInternal,,,,,,1/1
