Table of Measured Values,,,,,,
Task,T659,,,,,
1.341,165,125.8,20.3,0.0075,,
1.3495,166,131.4,20.3,0.0075,,
1.358,167,136.9,20.3,0.0075,,
1.3665,168,142,20.3,0.007,,
1.374,169,146.9,20.3,0.007,,
1.3825,170,152.2,20.3,0.0075,,
1.3905,171,156.8,20.3,0.0075,,
1.399,172,160.9,20.3,0.0075,,
1.4075,173,164.5,20.3,0.0075,,
1.416,174,167.3,20.3,0.0075,,
1.4235,175,169.8,20.3,0.007,,
1.432,176,172.5,20.3,0.0075,,
1.4405,177,174.9,20.3,0.0075,,
1.449,178,176.9,20.3,0.0075,,
1.4575,179,178.7,20.3,0.0075,,
1.4655,180,180.6,20.3,0.0065,,
1.4735,181,182.2,20.3,0.0075,,
1.482,182,183.8,20.3,0.0075,,
1.492,183,185.1,20.3,0.0075,,
1.492,423,188.5,20.4,0,,
1.4925,424,188.5,20.4,0.0005,,
1.494,425,188.4,20.4,0.001,,
1.4965,426,188.4,20.4,0.002,,
1.5005,428,188.5,20.4,0.0025,,
1.507,428,188.8,20.4,0.013,,
1.5155,430,189.4,20.4,0.0055,,
1.523,430,190.2,20.4,0.0185,,
1.5315,431,191.5,20.4,0.006,,
1.54,432,192.7,20.4,0.006,,
1.5485,434,193.6,20.4,0.0055,,
1.5565,434,194.6,20.4,0.016,,
1.565,436,195.5,20.4,0.0055,,
1.5725,436,196.4,20.4,0.0185,,
1.581,437,197.3,20.4,0.006,,
1.5895,438,198.1,20.4,0.006,,
1.598,440,198.8,20.4,0.0055,,
1.6065,440,199.7,20.4,0.017,,
1.615,442,200.5,20.4,0.0055,,
1.6225,442,201.3,20.4,0.0185,,
1.631,443,202.2,20.4,0.006,,
1.639,444,202.8,20.4,0.0055,,
1.6475,446,203.3,20.4,0.0055,,
1.656,446,204.1,20.4,0.017,,
1.6645,448,204.9,20.4,0.0055,,
1.672,448,205.4,20.4,0.0185,,
1.6805,449,206,20.4,0.006,,
1.689,450,206.7,20.4,0.006,,
1.6975,452,207.2,20.4,0.0055,,
1.706,452,207.7,20.4,0.017,,
1.714,454,208.3,20.4,0.0055,,
1.7225,454,208.7,20.4,0.021,,
1.73,455,209.4,20.4,0.0055,,
1.7385,456,209.9,20.4,0.006,,
1.747,458,210.5,20.4,0.0055,,
1.7555,458,211,20.4,0.017,,
1.764,460,211.6,20.4,0.0055,,
1.7725,460,212,20.4,0.017,,
1.78,461,212.4,20.4,0.0055,,
1.7885,462,212.8,20.4,0.006,,
1.7965,463,213.3,20.4,0.0055,,
1.805,464,213.8,20.4,0.0055,,
1.8135,466,214.3,20.4,0.0055,,
1.822,466,214.7,20.4,0.017,,
1.8295,467,215,20.4,0.0055,,
1.838,468,215.6,20.4,0.006,,
1.8465,469,215.9,20.4,0.006,,
1.855,470,216.3,20.4,0.0055,,
1.863,472,216.7,20.4,0.0055,,
1.8715,472,217.1,20.4,0.017,,
1.879,473,217.6,20.4,0.0055,,
1.8875,474,217.9,20.4,0.006,,
1.896,475,218.2,20.4,0.006,,
1.9045,476,218.7,20.4,0.0055,,
1.913,478,219.1,20.4,0.0055,,
1.9215,478,219.4,20.4,0.017,,
1.93,479,219.9,20.4,0.006,,
1.9375,480,220.2,20.4,0.0055,,
1.946,481,220.4,20.4,0.006,,
1.954,482,220.8,20.4,0.0055,,
1.9625,484,221.2,20.4,0.0055,,
1.971,484,221.5,20.4,0.017,,
1.9795,485,221.8,20.4,0.006,,
1.987,486,222.2,20.4,0.0055,,
1.9955,487,222.4,20.4,0.006,,
2.004,488,222.9,20.4,0.0055,,
2.0125,490,223.1,20.4,0.0055,,
2.0205,490,223.4,20.4,0.016,,
2.029,491,223.8,20.4,0.006,,
2.037,492,224,20.4,0.0055,,
2.045,493,224.3,20.4,0.0055,,
2.0535,494,224.5,20.4,0.0055,,
2.062,496,224.9,20.4,0.0055,,
2.0705,496,225.2,20.4,0.017,,
2.079,497,225.4,20.4,0.006,,
2.0865,498,225.7,20.4,0.0055,,
2.095,499,226.1,20.4,0.006,,
2.1035,500,226.3,20.4,0.0055,,
2.112,502,226.6,20.4,0.0055,,
2.12,502,226.8,20.4,0.016,,
2.128,503,227.1,20.4,0.0055,,
2.136,504,227.3,20.4,0.0055,,
2.1445,505,227.7,20.4,0.006,,
2.153,506,227.9,20.4,0.0055,,
2.1615,508,228.3,20.4,0.0055,,
2.17,508,228.4,20.4,0.017,,
2.1775,509,228.6,20.4,0.0055,,
2.186,510,228.9,20.4,0.006,,
2.1945,511,229.2,20.4,0.006,,
2.203,512,229.3,20.4,0.0055,,
2.211,514,229.6,20.4,0.0055,,
2.2195,514,229.9,20.4,0.017,,
2.227,515,230.1,20.4,0.0055,,
2.2355,516,230.4,20.4,0.006,,
2.244,517,230.6,20.4,0.006,,
2.2525,518,230.7,20.4,0.0055,,
2.261,520,231,20.4,0.0055,,
2.2695,520,231.2,20.4,0.017,,
2.2775,522,231.4,20.4,0.0055,,
2.2855,522,231.6,20.4,0.02,,
2.2935,523,231.8,20.4,0.0055,,
2.302,524,232.2,20.4,0.006,,
2.3105,526,232.4,20.4,0.0055,,
2.319,526,232.5,20.4,0.017,,
2.3275,528,232.9,20.4,0.0055,,
2.335,528,233,20.4,0.0185,,
2.3435,529,233.2,20.4,0.006,,
2.352,530,233.4,20.4,0.006,,
2.36,532,233.6,20.4,0.0055,,
2.3685,532,233.8,20.4,0.017,,
2.377,534,234,20.4,0.0055,,
2.3835,534,234.2,20.4,0.016,,
2.3885,535,234.3,20.4,0.0035,,
2.391,536,234.5,20.4,0.002,,
2.3915,538,234.6,20.4,0.0005,,
2.392,538,234.6,20.4,0.001,,
2.3935,540,234.6,20.4,0.001,,
2.395,540,234.6,20.4,0.003,,
2.397,541,234.7,20.4,0.0015,,
2.4005,542,234.8,20.4,0.0025,,
2.403,543,234.9,20.4,0.002,,
2.406,544,234.9,20.4,0.002,,
2.409,546,235,20.4,0.002,,
2.4125,546,235,20.4,0.0175,,
Scope 1/1, Sample 2/20 (OF3-11-Dark),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-44.1,20.5,NaN,,
0.0005,1,-44.2,20.5,0.0005,,
0.0025,2,-44.2,20.5,0.002,,
0.005,3,-44.1,20.5,0.0025,,
0.0085,4,-44.1,20.5,0.003,,
0.015,5,-44.1,20.5,0.006,,
0.0235,6,-43.9,20.5,0.0075,,
0.032,7,-43.7,20.5,0.0075,,
0.0395,8,-43.3,20.5,0.0075,,
0.048,9,-42.8,20.5,0.0085,,
0.0565,10,-42,20.5,0.0075,,
0.0645,11,-41.1,20.5,0.0075,,
0.073,12,-40.2,20.5,0.0075,,
0.0815,13,-39.3,20.5,0.0075,,
0.089,14,-38.4,20.5,0.0075,,
0.0975,15,-37.2,20.5,0.0085,,
0.106,16,-35.9,20.5,0.0075,,
0.1145,17,-34.5,20.5,0.0075,,
0.123,18,-33.2,20.5,0.0075,,
0.1315,19,-31.8,20.5,0.0075,,
0.139,20,-30.4,20.5,0.0075,,
0.1475,21,-29,20.5,0.0085,,
0.1555,22,-27.7,20.5,0.0075,,
0.164,23,-26.4,20.5,0.0075,,
0.1725,24,-25,20.5,0.0075,,
0.181,25,-23.8,20.5,0.0085,,
0.1885,26,-22.6,20.5,0.0075,,
0.197,27,-21.5,20.5,0.0085,,
0.2055,28,-20.6,20.5,0.0075,,
0.214,29,-19.6,20.5,0.0075,,
0.2225,30,-18.4,20.5,0.0075,,
0.231,31,-17.5,20.5,0.0085,,
0.2385,32,-16.6,20.5,0.0075,,
0.2465,33,-15.5,20.5,0.008,,
0.255,34,-14.5,20.5,0.0075,,
0.2635,35,-13.6,20.5,0.0075,,
0.272,36,-12.8,20.5,0.0075,,
0.2805,37,-11.9,20.5,0.0075,,
0.288,38,-10.9,20.5,0.0075,,
0.2965,39,-10.2,20.5,0.0085,,
0.305,40,-9.3,20.5,0.0075,,
0.3135,41,-8.5,20.5,0.0075,,
0.3215,42,-7.9,20.5,0.0075,,
0.33,43,-7.2,20.5,0.0075,,
0.3375,44,-6.4,20.5,0.0075,,
0.346,45,-5.6,20.5,0.0085,,
0.3545,46,-4.7,20.5,0.0075,,
0.363,47,-3.8,20.5,0.0075,,
0.3715,48,-3.2,20.5,0.0075,,
0.38,49,-2.5,20.5,0.0075,,
0.3875,50,-1.5,20.5,0.007,,
0.396,51,-0.7,20.5,0.0085,,
0.4045,52,-0.3,20.5,0.0075,,
0.4125,53,0.2,20.5,0.0075,,
0.421,54,0.6,20.5,0.0075,,
0.4295,55,1.5,20.5,0.0075,,
0.437,56,2.4,20.5,0.0075,,
0.4455,57,3.5,20.5,0.0085,,
0.454,58,4,20.5,0.0085,,
0.4625,59,4.3,20.5,0.0075,,
0.471,60,5.1,20.5,0.0075,,
0.479,61,5.5,20.5,0.0075,,
0.4875,62,6.2,20.5,0.0085,,
0.495,63,6.6,20.5,0.0075,,
0.5035,64,7.1,20.5,0.0085,,
0.512,65,7.9,20.5,0.0075,,
0.5205,66,8.6,20.5,0.0075,,
0.529,67,9.5,20.5,0.0075,,
0.5375,68,10,20.5,0.0085,,
0.545,69,10.9,20.5,0.0075,,
0.5535,70,11.6,20.5,0.0085,,
0.562,71,12.4,20.5,0.0075,,
0.57,72,13.1,20.5,0.0075,,
0.5785,73,13.6,20.5,0.0075,,
0.587,74,14.4,20.5,0.0075,,
0.5945,75,15.1,20.5,0.0075,,
0.603,76,15.9,20.5,0.0085,,
0.6115,77,16.5,20.5,0.0075,,
0.62,78,16.9,20.5,0.0075,,
0.6285,79,17.8,20.5,0.0075,,
0.636,80,18.4,20.5,0.0075,,
0.6445,81,19.2,20.5,0.0085,,
0.653,82,19.6,20.5,0.0085,,
0.661,83,20.5,20.5,0.0075,,
0.6695,84,21.1,20.5,0.0075,,
0.678,85,21.9,20.5,0.0075,,
0.6865,86,22.3,20.5,0.0085,,
0.694,87,23.1,20.5,0.0075,,
0.7025,88,23.7,20.5,0.0085,,
0.711,89,24.6,20.5,0.0075,,
0.7195,90,25.1,20.5,0.0075,,
0.728,91,25.8,20.5,0.0075,,
0.736,92,26.4,20.5,0.008,,
0.744,93,27.2,20.5,0.008,,
0.752,94,27.8,20.5,0.008,,
0.7605,95,28.5,20.5,0.0075,,
0.769,96,29.2,20.5,0.0075,,
0.7775,97,30,20.5,0.0075,,
0.786,98,30.5,20.5,0.0085,,
0.7935,99,31.2,20.5,0.0075,,
0.802,100,32,20.5,0.0085,,
0.8105,101,32.7,20.5,0.0075,,
0.819,102,33.3,20.5,0.0075,,
0.827,103,33.9,20.5,0.0075,,
0.8355,104,34.8,20.5,0.0085,,
0.843,105,35.4,20.5,0.0075,,
0.8515,106,36.2,20.5,0.0085,,
0.86,107,36.7,20.5,0.0075,,
0.8685,108,37.6,20.5,0.0075,,
0.877,109,38.4,20.5,0.0075,,
0.8855,110,38.9,20.5,0.0085,,
0.893,111,39.7,20.5,0.0075,,
0.9015,112,40.4,20.5,0.0085,,
0.91,113,41.3,20.5,0.0075,,
0.918,114,41.8,20.5,0.0075,,
0.9265,115,42.7,20.5,0.0075,,
0.935,116,43.4,20.5,0.0075,,
0.9425,117,43.9,20.5,0.0075,,
0.951,118,44.8,20.5,0.0085,,
0.9595,119,45.6,20.5,0.0075,,
0.968,120,46.4,20.5,0.0075,,
0.9765,121,47,20.5,0.0075,,
0.9845,122,48,20.5,0.0075,,
0.9925,123,48.8,20.5,0.008,,
1.0005,124,49.4,20.5,0.008,,
1.009,125,50.4,20.5,0.0075,,
1.0175,126,51.3,20.5,0.0075,,
1.026,127,51.9,20.5,0.0075,,
1.0345,128,52.7,20.5,0.0075,,
1.042,129,53.5,20.5,0.0075,,
1.0505,130,54.3,20.5,0.0085,,
1.059,131,55,20.5,0.0085,,
1.067,132,55.9,20.5,0.0075,,
1.0755,133,56.9,20.5,0.0075,,
1.084,134,57.5,20.5,0.0075,,
1.0925,135,58.4,20.5,0.0085,,
1.1,136,59.4,20.5,0.0075,,
1.1085,137,60.1,20.5,0.0085,,
1.117,138,61.1,20.5,0.0075,,
1.1255,139,62,20.5,0.0075,,
1.134,140,62.8,20.5,0.0075,,
1.142,141,63.7,20.5,0.0075,,
1.15,142,64.5,20.5,0.008,,
1.158,143,65.5,20.5,0.008,,
1.1665,144,66.4,20.5,0.0075,,
1.175,145,67.4,20.5,0.0075,,
1.1835,146,68.5,20.5,0.0075,,
1.192,147,69.3,20.5,0.0075,,
1.1995,148,70.3,20.5,0.0075,,
1.208,149,71.5,20.5,0.0085,,
1.2165,150,72.4,20.5,0.0075,,
1.225,151,73.6,20.5,0.0075,,
1.233,152,74.6,20.5,0.0075,,
1.2415,153,75.8,20.5,0.0075,,
1.249,154,76.9,20.5,0.0075,,
1.2575,155,78,20.5,0.0085,,
1.266,156,79.4,20.5,0.0075,,
1.2745,157,80.3,20.5,0.0075,,
1.283,158,81.9,20.5,0.0075,,
1.2915,159,83.2,20.5,0.0085,,
1.299,160,84.4,20.5,0.0075,,
1.3075,161,85.9,20.5,0.0085,,
1.316,162,87.4,20.5,0.0075,,
1.324,163,89,20.5,0.0075,,
1.3325,164,90.5,20.5,0.0075,,
1.341,165,92,20.5,0.0085,,
1.3485,166,94,20.5,0.0075,,
1.357,167,95.6,20.5,0.0085,,
1.3655,168,97.8,20.5,0.0075,,
1.374,169,99.8,20.5,0.0075,,
1.3825,170,101.8,20.5,0.0075,,
1.391,171,104,20.5,0.0085,,
1.3985,172,106.5,20.5,0.0075,,
1.407,173,108.9,20.5,0.0075,,
1.415,174,112,20.5,0.0075,,
1.4235,175,115.2,20.5,0.0075,,
1.432,176,118.3,20.5,0.0075,,
1.4405,177,121.6,20.5,0.0085,,
1.448,178,125.4,20.5,0.0075,,
1.4565,179,129.3,20.5,0.0085,,
1.465,180,133.8,20.5,0.0075,,
1.4735,181,138.1,20.5,0.0075,,
1.482,182,142.4,20.5,0.0075,,
1.49,183,146.9,20.5,0.0075,,
1.498,184,150.7,20.5,0.008,,
1.506,185,155,20.5,0.008,,
1.5145,186,159,20.5,0.0075,,
1.523,187,162.7,20.5,0.0075,,
1.5315,188,165.7,20.5,0.0075,,
1.54,189,168.7,20.5,0.0075,,
1.5475,190,171,20.5,0.0075,,
1.556,191,173.3,20.5,0.0085,,
1.5645,192,175.6,20.6,0.0075,,
1.573,193,177.6,20.5,0.0075,,
1.581,194,179.4,20.5,0.0075,,
1.5895,195,181,20.6,0.0075,,
1.597,196,182.4,20.5,0.0075,,
1.6055,197,183.9,20.5,0.0085,,
1.6125,198,185.1,20.6,0.008,,
1.6125,438,188.7,20.6,0,,
1.613,439,188.6,20.6,0.0005,,
1.6145,440,188.7,20.6,0.0015,,
1.617,441,188.5,20.6,0.003,,
1.6215,442,188.7,20.6,0.0045,,
1.6275,443,189,20.6,0.006,,
1.636,444,189.7,20.6,0.0095,,
1.6435,445,190.4,20.6,0.0085,,
1.652,446,191.5,20.6,0.0095,,
1.6605,447,192.4,20.6,0.0085,,
1.669,448,193.7,20.6,0.0085,,
1.6775,449,194.5,20.6,0.0085,,
1.6855,450,195.6,20.6,0.008,,
1.6935,451,196.4,20.6,0.009,,
1.7015,452,197.3,20.6,0.009,,
1.71,453,197.9,20.6,0.0095,,
1.7185,454,199.1,20.6,0.0085,,
1.727,455,199.7,20.6,0.0085,,
1.7355,456,200.7,20.6,0.0095,,
1.743,457,201.3,20.6,0.0085,,
1.7515,458,202.2,20.6,0.0095,,
1.76,459,202.8,20.6,0.0085,,
1.7685,460,203.6,20.6,0.0085,,
1.7765,461,204.2,20.6,0.008,,
1.785,462,204.7,20.6,0.0095,,
1.7925,463,205.5,20.6,0.0085,,
1.801,464,206,20.6,0.0095,,
1.8095,465,206.8,20.6,0.0085,,
1.818,466,207.2,20.6,0.0085,,
1.8265,467,207.8,20.6,0.0085,,
1.835,468,208.4,20.6,0.0085,,
1.8425,469,209,20.6,0.0085,,
1.851,470,209.5,20.6,0.0095,,
1.859,471,209.9,20.6,0.009,,
1.8675,472,210.5,20.6,0.0085,,
1.876,473,211.1,20.6,0.0085,,
1.8845,474,211.7,20.6,0.0085,,
1.892,475,212,20.6,0.0085,,
1.9005,476,212.5,20.6,0.0095,,
1.909,477,212.9,20.6,0.0095,,
1.9175,478,213.5,20.6,0.0085,,
1.926,479,213.9,20.6,0.0085,,
1.934,480,214.3,20.6,0.008,,
1.942,481,214.8,20.6,0.009,,
1.95,482,215.2,20.6,0.009,,
1.9585,483,215.6,20.6,0.0095,,
1.967,484,216,20.6,0.0085,,
1.9755,485,216.6,20.6,0.0085,,
1.984,486,216.9,20.6,0.0085,,
1.9925,487,217.4,20.6,0.0095,,
2,488,217.6,20.6,0.0085,,
2.0085,489,217.9,20.6,0.0095,,
2.017,490,218.5,20.6,0.0085,,
2.025,491,218.7,20.6,0.008,,
2.0335,492,219.3,20.6,0.0085,,
2.041,493,219.5,20.6,0.0085,,
2.0495,494,219.8,20.6,0.0095,,
2.058,495,220.2,20.6,0.0095,,
2.0665,496,220.7,20.6,0.0085,,
2.075,497,221,20.6,0.0085,,
2.0835,498,221.2,20.6,0.0085,,
2.091,499,221.6,20.6,0.0085,,
2.0995,500,221.9,20.6,0.0095,,
2.108,501,222.3,20.6,0.0095,,
2.116,502,222.6,20.6,0.008,,
2.1245,503,222.9,20.6,0.0085,,
2.133,504,223.2,20.6,0.0085,,
2.1415,505,223.6,20.6,0.0095,,
2.149,506,223.9,20.6,0.0085,,
2.1575,507,224.1,20.6,0.0095,,
2.166,508,224.5,20.6,0.0085,,
2.1745,509,224.8,20.6,0.0085,,
2.183,510,225,20.6,0.0085,,
2.191,511,225.3,20.6,0.009,,
2.199,512,225.5,20.6,0.009,,
2.207,513,225.9,20.6,0.009,,
2.2155,514,226.2,20.6,0.0085,,
2.224,515,226.5,20.6,0.0085,,
2.2325,516,226.8,20.6,0.0085,,
2.241,517,227,20.6,0.0095,,
2.2485,518,227.2,20.6,0.0085,,
2.257,519,227.5,20.6,0.0095,,
2.2655,520,227.8,20.6,0.0085,,
2.2735,521,228.1,20.6,0.008,,
2.282,522,228.4,20.6,0.0085,,
2.2905,523,228.6,20.6,0.0085,,
2.298,524,228.7,20.6,0.0085,,
2.3065,525,229.1,20.6,0.0095,,
2.315,526,229.3,20.6,0.0085,,
2.3235,527,229.5,20.6,0.0085,,
2.332,528,229.8,20.6,0.0085,,
2.3405,529,230,20.6,0.0085,,
2.348,530,230.2,20.6,0.0085,,
2.3565,531,230.5,20.6,0.0095,,
2.3645,532,230.7,20.6,0.009,,
2.373,533,231,20.6,0.0085,,
2.3815,534,231.2,20.6,0.0085,,
2.39,535,231.3,20.6,0.0085,,
2.3975,536,231.6,20.6,0.0085,,
2.406,537,232,20.6,0.0095,,
2.4145,538,232.1,20.6,0.0095,,
2.423,539,232.3,20.6,0.0085,,
2.431,540,232.7,20.6,0.008,,
2.4395,541,232.8,20.6,0.0085,,
2.447,542,233,20.6,0.0085,,
2.4555,543,233.2,20.6,0.0095,,
2.464,544,233.5,20.6,0.0095,,
2.4725,545,233.6,20.6,0.0085,,
2.481,546,233.9,20.6,0.0085,,
2.488,547,234,20.6,0.007,,
2.4945,548,234.2,20.6,0.007,,
2.497,549,234.3,20.6,0.003,,
2.498,550,234.5,20.6,0.001,,
2.498,551,234.5,20.6,0,,
2.4985,552,234.5,20.6,0.0005,,
2.4985,553,234.4,20.6,0,,
2.5,554,234.6,20.6,0.0015,,
2.501,555,234.5,20.6,0.001,,
2.5015,556,234.6,20.6,0.0005,,
2.5025,557,234.7,20.6,0.001,,
2.5035,558,234.7,20.6,0.001,,
2.504,559,234.5,20.6,0.0005,,
2.505,560,234.7,20.6,0.001,,
2.5055,561,234.8,20.6,0.0005,,
2.506,562,234.7,20.6,0.0005,,
2.5075,563,234.6,20.6,0.0015,,
2.508,564,234.8,20.6,0.0005,,
2.509,565,234.7,20.6,0.001,,
2.51,566,234.8,20.6,0.001,,
2.5105,567,234.7,20.6,0.0005,,
2.511,568,234.8,20.6,0.0005,,
2.511,569,234.8,20.6,0,,
2.5125,570,234.9,20.6,0.0015,,
2.5135,571,234.8,20.6,0.001,,
2.514,572,235,20.6,0.0005,,
Scope 1/1, Sample 3/20 (OF2-11-Dark),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-38.5,20.5,NaN,,
0.001,1,-38.5,20.5,0.001,,
0.0025,2,-38.6,20.5,0.0015,,
