Table of Measured Values,,,,,,
Task,T984,,,,,
1.97,484,218.1,23.5,0.017,,
1.9775,485,218.5,23.5,0.0055,,
1.986,486,218.8,23.5,0.006,,
1.994,487,219.2,23.5,0.0055,,
2.0025,488,219.5,23.5,0.0055,,
2.011,490,219.7,23.5,0.0055,,
2.0195,490,220.1,23.5,0.017,,
2.028,491,220.4,23.5,0.006,,
2.0355,492,220.6,23.5,0.0055,,
2.044,493,220.9,23.5,0.006,,
2.0525,494,221.2,23.5,0.0055,,
2.061,496,221.5,23.5,0.0055,,
2.0695,496,221.8,23.5,0.017,,
2.0775,497,222.1,23.5,0.0055,,
2.0855,498,222.4,23.5,0.0055,,
2.0935,499,222.6,23.5,0.0055,,
2.102,500,222.9,23.5,0.0055,,
2.1105,502,223.1,23.5,0.0055,,
2.119,502,223.4,23.5,0.017,,
2.1275,503,223.7,23.5,0.006,,
2.135,504,224,23.5,0.0055,,
2.1435,505,224.2,23.5,0.006,,
2.152,506,224.5,23.5,0.0055,,
2.16,508,224.7,23.5,0.0055,,
2.1685,508,225,23.5,0.017,,
2.177,509,225.1,23.5,0.006,,
2.1845,510,225.4,23.5,0.0055,,
2.193,511,225.7,23.5,0.006,,
2.2015,512,225.9,23.5,0.0055,,
2.21,514,226.2,23.5,0.0055,,
2.2185,514,226.4,23.5,0.017,,
2.227,516,226.6,23.5,0.0055,,
2.2345,516,226.9,23.5,0.0185,,
2.243,517,227.1,23.5,0.006,,
2.251,518,227.4,23.5,0.0055,,
2.2595,520,227.5,23.5,0.0055,,
2.268,520,227.7,23.5,0.017,,
2.2765,522,228,23.5,0.0055,,
2.284,522,228.2,23.5,0.0185,,
2.2925,523,228.4,23.5,0.006,,
2.301,524,228.7,23.5,0.006,,
2.3095,526,228.9,23.5,0.0055,,
2.318,526,229,23.5,0.017,,
2.326,528,229.3,23.5,0.0055,,
2.334,528,229.5,23.5,0.02,,
2.342,529,229.7,23.5,0.0055,,
2.3505,530,229.8,23.5,0.006,,
2.359,532,230.1,23.5,0.0055,,
2.3675,532,230.2,23.5,0.017,,
2.376,534,230.5,23.5,0.0055,,
2.3835,534,230.6,23.5,0.0185,,
2.392,535,230.9,23.5,0.006,,
2.4005,536,231,23.5,0.006,,
2.409,538,231.3,23.5,0.0055,,
2.417,538,231.5,23.5,0.016,,
2.4255,540,231.6,23.5,0.0055,,
2.433,540,231.8,23.5,0.0185,,
2.4415,541,232,23.5,0.006,,
2.45,542,232.1,23.5,0.006,,
2.4585,544,232.4,23.5,0.0055,,
2.467,544,232.6,23.5,0.017,,
2.4755,546,232.7,23.5,0.0055,,
2.483,546,232.9,23.5,0.0185,,
2.4915,547,233.1,23.5,0.006,,
2.5,548,233.3,23.5,0.006,,
2.508,550,233.4,23.5,0.0055,,
2.5165,550,233.7,23.5,0.017,,
2.525,552,233.8,23.5,0.0055,,
2.5325,552,234,23.5,0.0185,,
2.541,553,234.1,23.5,0.006,,
2.549,554,234.4,23.5,0.0055,,
2.5555,556,234.5,23.5,0.0045,,
2.5615,556,234.7,23.5,0.012,,
2.565,558,234.8,23.5,0.0025,,
2.5685,558,234.8,23.5,0.0085,,
2.5725,559,234.9,23.5,0.003,,
2.577,560,234.9,23.5,0.003,,
2.58,561,235,23.5,0.0025,,
Scope 1/1, Sample 2/6 (--),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-79.1,23.3,NaN,,
0.0005,1,-79,23.3,0.0005,,
0.0025,2,-79.1,23.3,0.002,,
0.005,3,-79.1,23.3,0.0025,,
0.009,4,-79,23.3,0.0035,,
0.015,5,-79,23.3,0.0055,,
0.0235,6,-78.9,23.3,0.0075,,
0.031,7,-78.7,23.3,0.0075,,
0.0395,8,-78.4,23.3,0.0085,,
0.048,9,-78.1,23.3,0.0075,,
0.0565,10,-77.6,23.3,0.0075,,
0.065,11,-77.1,23.3,0.0075,,
0.0735,12,-76.5,23.3,0.0075,,
0.081,13,-75.9,23.3,0.0075,,
0.0895,14,-75.2,23.4,0.0085,,
0.098,15,-74.4,23.3,0.0075,,
0.1065,16,-73.5,23.4,0.0075,,
0.1145,17,-72.6,23.4,0.0075,,
0.123,18,-71.6,23.4,0.0075,,
0.1305,19,-70.7,23.4,0.0075,,
0.139,20,-69.7,23.4,0.0085,,
0.1475,21,-68.5,23.4,0.0075,,
0.156,22,-67.3,23.4,0.0075,,
0.1645,23,-66.1,23.4,0.0075,,
0.173,24,-64.7,23.4,0.0075,,
0.1805,25,-63.4,23.4,0.0075,,
0.189,26,-62.1,23.4,0.0085,,
0.197,27,-60.6,23.4,0.0075,,
0.2055,28,-59.1,23.4,0.0075,,
0.214,29,-57.5,23.4,0.0075,,
0.2225,30,-55.9,23.4,0.0075,,
0.23,31,-54.4,23.4,0.0075,,
0.2385,32,-52.8,23.4,0.0085,,
0.247,33,-51.2,23.4,0.0075,,
0.2555,34,-49.7,23.4,0.0075,,
0.264,35,-48.2,23.4,0.0075,,
0.272,36,-46.7,23.4,0.0075,,
0.28,37,-45.3,23.4,0.008,,
0.288,38,-43.8,23.4,0.008,,
0.2965,39,-42.5,23.4,0.0085,,
0.305,40,-41.2,23.4,0.0075,,
0.3135,41,-39.9,23.4,0.0075,,
0.322,42,-38.6,23.4,0.0075,,
0.3295,43,-37.6,23.4,0.0075,,
0.338,44,-36.3,23.4,0.0085,,
0.3465,45,-35.1,23.4,0.0085,,
0.355,46,-34,23.4,0.0075,,
0.363,47,-32.9,23.4,0.0075,,
0.3715,48,-31.9,23.4,0.0075,,
0.38,49,-30.9,23.4,0.0085,,
0.3875,50,-29.9,23.4,0.0075,,
0.396,51,-28.9,23.4,0.0085,,
0.4045,52,-27.9,23.4,0.0075,,
0.413,53,-26.9,23.4,0.0075,,
0.4215,54,-25.9,23.4,0.0075,,
0.429,55,-25,23.4,0.0075,,
0.4375,56,-24.1,23.4,0.0085,,
0.446,57,-23.2,23.4,0.0085,,
0.454,58,-22.3,23.4,0.0075,,
0.4625,59,-21.4,23.4,0.0075,,
0.471,60,-20.5,23.4,0.0075,,
0.4795,61,-19.8,23.4,0.0085,,
0.487,62,-18.9,23.4,0.0075,,
0.4955,63,-18,23.4,0.0085,,
0.504,64,-17.1,23.4,0.0075,,
0.5125,65,-16.3,23.4,0.0075,,
0.521,66,-15.4,23.4,0.0075,,
0.529,67,-14.7,23.4,0.008,,
0.537,68,-13.8,23.4,0.008,,
0.545,69,-13,23.4,0.008,,
0.5535,70,-12.2,23.4,0.0075,,
0.562,71,-11.3,23.4,0.0075,,
0.5705,72,-10.6,23.4,0.0075,,
0.578,73,-9.9,23.4,0.0075,,
0.5865,74,-9.1,23.4,0.0085,,
0.595,75,-8.3,23.4,0.0085,,
0.6035,76,-7.6,23.4,0.0075,,
0.612,77,-6.8,23.4,0.0075,,
0.62,78,-6.1,23.4,0.0075,,
0.6285,79,-5.4,23.4,0.0085,,
0.636,80,-4.5,23.4,0.0075,,
0.6445,81,-3.6,23.4,0.0085,,
0.653,82,-2.8,23.4,0.0075,,
0.6615,83,-1.9,23.4,0.0075,,
0.67,84,-1,23.4,0.0075,,
0.6785,85,-0.1,23.4,0.0075,,
0.686,86,0.2,23.4,0.0075,,
0.6945,87,0.6,23.4,0.0085,,
0.703,88,1.4,23.4,0.0075,,
0.711,89,2.3,23.4,0.0075,,
0.7195,90,3.7,23.4,0.0075,,
0.728,91,3.9,23.4,0.0075,,
0.7355,92,4.7,23.4,0.0075,,
0.744,93,5.4,23.4,0.0085,,
0.7525,94,6.1,23.4,0.0075,,
0.761,95,6.7,23.4,0.0075,,
0.7695,96,7.4,23.4,0.0075,,
0.778,97,8.2,23.4,0.0085,,
0.7855,98,9.1,23.4,0.0075,,
0.794,99,10.1,23.4,0.0085,,
0.802,100,11,23.4,0.0075,,
0.8105,101,12,23.4,0.0075,,
0.819,102,12.8,23.4,0.0075,,
0.8275,103,13.7,23.4,0.0075,,
0.835,104,14.5,23.4,0.0075,,
0.8435,105,15.3,23.4,0.0085,,
0.852,106,16.2,23.4,0.0075,,
0.8605,107,17.1,23.4,0.0075,,
0.869,108,18,23.4,0.0075,,
0.877,109,18.8,23.4,0.0075,,
0.885,110,19.6,23.4,0.008,,
0.893,111,20.5,23.4,0.008,,
0.9015,112,21.4,23.4,0.0075,,
0.91,113,22.3,23.4,0.0075,,
0.9185,114,23.3,23.4,0.0075,,
0.927,115,24.1,23.4,0.0085,,
0.9345,116,25.1,23.4,0.0075,,
0.943,117,26.1,23.4,0.0085,,
0.9515,118,27.1,23.4,0.0075,,
0.96,119,28.1,23.4,0.0075,,
0.9685,120,29.1,23.4,0.0075,,
0.9765,121,30,23.4,0.008,,
0.9845,122,31.1,23.4,0.008,,
0.9925,123,32.1,23.4,0.008,,
1.001,124,33.2,23.4,0.0075,,
1.0095,125,34.3,23.4,0.0075,,
1.018,126,35.4,23.4,0.0075,,
1.0265,127,36.6,23.4,0.0075,,
1.034,128,37.6,23.4,0.0075,,
1.0425,129,38.8,23.4,0.0085,,
1.051,130,40,23.4,0.0075,,
1.059,131,41.2,23.4,0.0075,,
1.0675,132,42.5,23.4,0.0075,,
1.076,133,43.7,23.4,0.0075,,
1.0835,134,44.8,23.4,0.0075,,
1.092,135,46.1,23.4,0.0085,,
1.1005,136,47.4,23.4,0.0075,,
1.109,137,48.8,23.4,0.0075,,
1.1175,138,50.3,23.4,0.0075,,
1.126,139,51.8,23.4,0.0075,,
1.1335,140,53.1,23.4,0.0075,,
1.142,141,54.7,23.4,0.0085,,
1.15,142,56.3,23.4,0.0075,,
1.1585,143,57.8,23.4,0.0075,,
1.167,144,59.6,23.4,0.0075,,
1.1755,145,61.3,23.4,0.0075,,
1.184,146,63,23.4,0.0085,,
1.1915,147,64.9,23.4,0.0075,,
1.2,148,67,23.4,0.0085,,
1.2085,149,69.2,23.4,0.0075,,
1.2165,150,71.4,23.4,0.0075,,
1.225,151,73.9,23.4,0.0075,,
1.2325,152,76.1,23.4,0.0075,,
1.241,153,78.8,23.4,0.0085,,
1.2495,154,81.6,23.4,0.0085,,
1.258,155,84.5,23.4,0.0075,,
1.2665,156,87.7,23.4,0.0075,,
1.275,157,91.3,23.4,0.0075,,
1.2835,158,94.7,23.4,0.0085,,
1.291,159,98.9,23.4,0.0075,,
1.2995,160,103.4,23.4,0.0085,,
1.3075,161,108.4,23.4,0.0075,,
1.316,162,113.6,23.4,0.0075,,
1.3245,163,119.1,23.4,0.0075,,
1.333,164,124.2,23.4,0.0085,,
1.3405,165,130.2,23.4,0.0075,,
1.349,166,136.1,23.4,0.0085,,
1.3575,167,141.6,23.4,0.0075,,
1.366,168,146.8,23.4,0.0075,,
1.3745,169,151.9,23.4,0.0075,,
1.3825,170,156,23.4,0.008,,
1.3905,171,160.2,23.4,0.008,,
1.3985,172,163.9,23.4,0.008,,
1.407,173,167.1,23.4,0.0075,,
1.4155,174,169.8,23.4,0.0075,,
1.424,175,172.3,23.4,0.0075,,
1.4325,176,174.3,23.4,0.0085,,
1.44,177,176.2,23.4,0.0075,,
1.4485,178,178,23.4,0.0085,,
1.457,179,179.5,23.4,0.0075,,
1.4655,180,181.1,23.4,0.0075,,
1.474,181,182.5,23.4,0.0075,,
1.4815,182,183.6,23.4,0.0075,,
1.49,183,184.9,23.4,0.0085,,
1.4935,184,185,23.4,0.007,,
1.4935,424,187.9,23.5,0,,
1.494,425,187.9,23.5,0.0005,,
1.4955,426,187.9,23.5,0.002,,
1.498,427,187.9,23.5,0.0035,,
1.502,428,188,23.5,0.005,,
1.508,429,188.4,23.5,0.0075,,
1.5165,430,189.1,23.5,0.0105,,
1.524,431,189.9,23.5,0.0105,,
1.5325,432,190.8,23.5,0.012,,
1.541,433,191.7,23.5,0.012,,
1.5495,434,192.6,23.5,0.0105,,
1.5575,435,193.4,23.5,0.01,,
1.566,436,194.3,23.5,0.0105,,
1.5735,437,195,23.5,0.0105,,
1.582,438,195.8,23.5,0.012,,
1.5905,439,196.6,23.5,0.0105,,
1.599,440,197.4,23.5,0.0105,,
1.6075,441,198.1,23.5,0.0105,,
1.616,442,198.9,23.5,0.0105,,
1.6235,443,199.5,23.5,0.0105,,
1.632,444,200.2,23.5,0.012,,
1.6405,445,200.8,23.5,0.012,,
1.6485,446,201.4,23.5,0.01,,
1.657,447,202.1,23.5,0.0105,,
1.6655,448,202.7,23.5,0.0105,,
1.673,449,203.2,23.5,0.0105,,
1.6815,450,203.7,23.5,0.012,,
1.69,451,204.3,23.5,0.012,,
1.6985,452,204.8,23.5,0.0105,,
1.707,453,205.4,23.5,0.0105,,
1.7155,454,206,23.5,0.0105,,
1.7235,455,206.5,23.5,0.0115,,
1.7315,456,207,23.5,0.0115,,
1.7395,457,207.5,23.5,0.0115,,
1.748,458,207.9,23.5,0.0105,,
1.7565,459,208.4,23.5,0.0105,,
1.765,460,208.9,23.5,0.0105,,
1.7725,461,209.3,23.5,0.0105,,
1.781,462,209.7,23.5,0.012,,
1.7895,463,210.1,23.5,0.012,,
1.798,464,210.7,23.5,0.0105,,
1.8065,465,211.2,23.5,0.0105,,
1.815,466,211.6,23.5,0.0105,,
1.8225,467,212,23.5,0.0105,,
1.831,468,212.4,23.5,0.012,,
1.839,469,212.8,23.5,0.0115,,
1.8475,470,213.2,23.5,0.0105,,
1.856,471,213.6,23.5,0.0105,,
1.8645,472,214,23.5,0.0105,,
1.872,473,214.2,23.5,0.0105,,
1.8805,474,214.7,23.5,0.012,,
1.889,475,215,23.5,0.012,,
1.8975,476,215.4,23.5,0.0105,,
1.9055,477,215.8,23.5,0.01,,
1.914,478,216.1,23.5,0.0105,,
1.9215,479,216.5,23.5,0.0105,,
1.93,480,216.8,23.5,0.012,,
1.9385,481,217.1,23.5,0.012,,
1.947,482,217.5,23.5,0.0105,,
1.9555,483,217.8,23.5,0.0105,,
1.964,484,218.1,23.5,0.0105,,
1.9725,485,218.4,23.5,0.012,,
1.98,486,218.7,23.5,0.0105,,
1.9885,487,219.1,23.5,0.012,,
1.9965,488,219.4,23.5,0.0115,,
2.005,489,219.6,23.5,0.0105,,
2.0135,490,219.9,23.5,0.0105,,
2.022,491,220.3,23.5,0.0105,,
2.0295,492,220.5,23.5,0.0105,,
2.038,493,220.8,23.5,0.012,,
2.0465,494,221.1,23.5,0.0105,,
2.055,495,221.4,23.5,0.0105,,
2.063,496,221.7,23.5,0.01,,
2.0715,497,222,23.5,0.0105,,
2.079,498,222.2,23.5,0.0105,,
2.0875,499,222.5,23.5,0.012,,
2.096,500,222.8,23.5,0.012,,
2.1045,501,223.1,23.5,0.0105,,
2.113,502,223.4,23.5,0.0105,,
2.1215,503,223.6,23.5,0.0105,,
2.129,504,223.8,23.5,0.0105,,
2.1375,505,224.1,23.5,0.012,,
2.146,506,224.3,23.5,0.012,,
2.154,507,224.6,23.5,0.01,,
2.1625,508,224.9,23.5,0.0105,,
2.171,509,225.1,23.5,0.0105,,
2.1785,510,225.3,23.5,0.0105,,
2.187,511,225.6,23.5,0.012,,
2.1955,512,225.8,23.5,0.0105,,
2.204,513,226,23.5,0.0105,,
2.2125,514,226.2,23.5,0.0105,,
2.221,515,226.5,23.5,0.012,,
2.2285,516,226.7,23.5,0.0105,,
2.237,517,227,23.5,0.012,,
2.2455,518,227.1,23.5,0.0105,,
2.2535,519,227.4,23.5,0.01,,
2.262,520,227.6,23.5,0.0105,,
2.2705,521,227.8,23.5,0.012,,
2.278,522,228,23.5,0.0105,,
2.2865,523,228.2,23.5,0.012,,
2.295,524,228.4,23.5,0.0105,,
2.3035,525,228.7,23.5,0.0105,,
2.312,526,228.9,23.5,0.0105,,
2.3205,527,229.1,23.5,0.012,,
2.328,528,229.3,23.5,0.0105,,
2.3365,529,229.5,23.5,0.012,,
2.3445,530,229.7,23.5,0.01,,
2.353,531,229.9,23.5,0.0105,,
2.3615,532,230.2,23.5,0.0105,,
2.37,533,230.3,23.5,0.0105,,
2.3775,534,230.5,23.5,0.0105,,
2.386,535,230.7,23.5,0.012,,
2.3945,536,230.9,23.5,0.0105,,
2.403,537,231.1,23.5,0.0105,,
2.4115,538,231.3,23.5,0.0105,,
2.4195,539,231.5,23.5,0.01,,
2.427,540,231.7,23.5,0.0105,,
2.4355,541,231.9,23.5,0.012,,
2.444,542,232,23.6,0.012,,
2.4525,543,232.2,23.6,0.0105,,
2.461,544,232.4,23.6,0.0105,,
2.4695,545,232.6,23.5,0.0105,,
2.477,546,232.8,23.5,0.0105,,
2.4855,547,232.9,23.6,0.012,,
2.494,548,233.1,23.6,0.012,,
2.502,549,233.3,23.5,0.01,,
2.5105,550,233.5,23.5,0.0105,,
2.519,551,233.7,23.6,0.0105,,
2.5275,552,233.8,23.6,0.012,,
2.535,553,234,23.6,0.0105,,
2.5435,554,234.2,23.6,0.012,,
2.552,555,234.3,23.6,0.0105,,
2.559,556,234.5,23.6,0.0085,,
2.56,557,234.7,23.6,0.001,,
2.561,558,234.7,23.6,0.001,,
2.5625,559,234.7,23.6,0.002,,
2.565,560,234.7,23.6,0.0035,,
2.569,561,234.8,23.6,0.0055,,
2.5745,562,234.9,23.6,0.007,,
2.5805,563,235,23.6,0.0075,,
