Results Editor,,,,,,,,,,,,,,,,,,,,
Result Overview,,,,,,,,,,,,,,,,,,,,
Sample index in scope,Sample ID1,Sample start time,Overall state,Excluded,Correction factor,Unit of Correction factor,Temperature [°C],Unit of Temperature [°C],Comment,Content (R3),Unit of Content (R3),Data markings of Content (R3),Content (R1),Unit of Content (R1),Data markings of Content (R1),Weight [g],Unit of Weight [g],Density [g/m L],Unit of Density [g/m L],
19,T10,9/10/2026 5:20:52 PM,OK,Unchecked,0,,25.0,°C,,2.244,mL,,60.280,g,,60.2805,g,1.0,g/mL,
20,B10,9/10/2026 5:31:05 PM,OK,Unchecked,0,,25.0,°C,,2.220,mL,,60.342,g,,60.3422,g,1.0,g/mL,
21,T11,9/10/2026 5:41:18 PM,OK,Unchecked,0,,25.0,°C,,2.245,mL,,60.192,g,,60.1918,g,1.0,g/mL,
22,B11,9/10/2026 5:51:32 PM,OK,Unchecked,0,,25.0,°C,,2.248,mL,,60.399,g,,60.3991,g,1.0,g/mL,
23,T12,9/10/2026 6:01:48 PM,OK,Unchecked,0,,25.0,°C,,2.244,mL,,60.304,g,,60.3042,g,1.0,g/mL,
24,B12,9/10/2026 6:12:06 PM,OK,Unchecked,0,,25.0,°C,,2.236,mL,,60.080,g,,60.0798,g,1.0,g/mL,
25,T13,9/10/2026 6:22:20 PM,OK,Unchecked,0,,25.0,°C,,2.254,mL,,60.493,g,,60.4930,g,1.0,g/mL,
26,B13,9/10/2026 6:32:36 PM,OK,Unchecked,0,,25.0,°C,,2.244,mL,,60.287,g,,60.2874,g,1.0,g/mL,
27,T14,9/10/2026 6:42:52 PM,OK,Unchecked,0,,25.0,°C,,2.249,mL,,60.517,g,,60.5169,g,1.0,g/mL,
28,B14,9/10/2026 6:53:05 PM,OK,Unchecked,0,,25.0,°C,,2.220,mL,,60.080,g,,60.0804,g,1.0,g/mL,
29,T15,9/10/2026 7:03:20 PM,OK,Unchecked,0,,25.0,°C,,2.196,mL,,60.290,g,,60.2897,g,1.0,g/mL,
30,B15,9/10/2026 7:13:30 PM,OK,Unchecked,0,,25.0,°C,,2.195,mL,,60.136,g,,60.1355,g,1.0,g/mL,
31,T16,9/10/2026 7:23:39 PM,OK,Unchecked,0,,25.0,°C,,2.198,mL,,60.008,g,,60.0077,g,1.0,g/mL,
32,B16,9/10/2026 7:33:47 PM,OK,Unchecked,0,,25.0,°C,,2.200,mL,,60.051,g,,60.0512,g,1.0,g/mL,
33,T17,9/10/2026 7:43:58 PM,OK,Unchecked,0,,25.0,°C,,2.218,mL,,60.153,g,,60.1526,g,1.0,g/mL,
34,B17,9/10/2026 7:54:14 PM,OK,Unchecked,0,,25.0,°C,,2.218,mL,,60.122,g,,60.1215,g,1.0,g/mL,
35,T18,9/10/2026 8:04:27 PM,OK,Unchecked,0,,25.0,°C,,2.219,mL,,60.226,g,,60.2265,g,1.0,g/mL,
36,B18,9/10/2026 8:14:40 PM,OK,Unchecked,0,,25.0,°C,,2.210,mL,,60.009,g,,60.0091,g,1.0,g/mL,
37,T19,9/10/2026 8:24:51 PM,OK,Unchecked,0,,25.0,°C,,2.226,mL,,60.148,g,,60.1476,g,1.0,g/mL,
38,B19,9/10/2026 8:35:07 PM,OK,Unchecked,0,,25.0,°C,,2.224,mL,,60.055,g,,60.0547,g,1.0,g/mL,
39,T20,9/10/2026 8:45:20 PM,OK,Unchecked,0,,25.0,°C,,2.220,mL,,60.081,g,,60.0814,g,1.0,g/mL,
40,B20,9/10/2026 8:55:33 PM,OK,Unchecked,0,,25.0,°C,,2.218,mL,,60.009,g,,60.0087,g,1.0,g/mL,
SystemInternal9/10/2026 9:52:12 PM,,,,,,,,,,,,,,,,,,,,1/1
